0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value
GOBP_INFLAMMATORY_RESPONSE	2.29907034664214	GOBP_ACTIN_FILAMENT_BASED_PROCESS	3.1172495108153	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	2.35258591748111	GOBP_HISTONE_H3_ACETYLATION	1.88817725852965	GOBP_REGIONALIZATION	1.92264804721957	GOBP_CIRCULATORY_SYSTEM_PROCESS	2.15262711733115	GOBP_MUSCLE_CONTRACTION	2.85571467765896	GOBP_EPITHELIAL_CELL_DIFFERENTIATION	5.80627965603988	GOBP_CELL_ACTIVATION	5.10569455859939	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	20.2272023387205	GOBP_TRANSPORT_ALONG_MICROTUBULE	1.76621654968667	GOBP_REGULATION_OF_CELL_ACTIVATION	8.47934968534243
GOBP_CYTOKINE_PRODUCTION	2.29814059469279	GOBP_CELL_MORPHOGENESIS	3.06827577079969	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	2.34313209530899	GOBP_REGULATION_OF_HISTONE_MODIFICATION	1.82749573484611	GOBP_NEURON_FATE_COMMITMENT	1.91176384733434	GOBP_ACTIN_FILAMENT_BASED_PROCESS	2.02034629580213	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	2.81238700358431	GOBP_CELL_CELL_JUNCTION_ASSEMBLY	5.37044454949149	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	5.00796445790671	GOBP_CELL_CYCLE_PHASE_TRANSITION	19.1525159102254	GOBP_RETINOL_METABOLIC_PROCESS	1.76621654968667	GOBP_T_CELL_DIFFERENTIATION	8.46900047989398
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	2.26584112056821	GOBP_CELL_PROJECTION_ORGANIZATION	3.03348156154992	GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	2.24982101840129	GOBP_COVALENT_CHROMATIN_MODIFICATION	1.82367859502504	GOBP_LYMPH_VESSEL_DEVELOPMENT	1.85686276587892	GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.97762462804636	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	2.78099308447025	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	5.32572106995031	GOBP_DEFENSE_RESPONSE	4.98493019689779	GOBP_REGULATION_OF_CELL_CYCLE	16.7453478638508	GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	1.76621654968667	GOBP_ADAPTIVE_IMMUNE_RESPONSE	8.24838999866961
GOBP_RESPONSE_TO_BACTERIUM	2.24601481790536	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	2.95623178151801	GOBP_AMINE_METABOLIC_PROCESS	2.21253249570124	GOBP_ORGANIC_ACID_TRANSPORT	1.73627866742316	GOBP_FILOPODIUM_ASSEMBLY	1.85686276587892	GOBP_PEPTIDYL_PROLINE_HYDROXYLATION	1.97762462804636	GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	2.71324972267542	GOBP_APICAL_JUNCTION_ASSEMBLY	5.0220512989387	GOBP_RESPONSE_TO_INTERFERON_GAMMA	4.91788067125934	GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	16.150961196858	GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	1.73882428759379	GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	8.00595541356014
GOBP_REGULATION_OF_CELL_CELL_ADHESION	2.22158015220677	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	2.93286055359559	GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	2.17459800886265	GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	1.73372547023681	GOBP_NOTCH_SIGNALING_PATHWAY	1.80479677875855	GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	1.97762462804636	GOBP_NEURON_PROJECTION_GUIDANCE	2.63157556443899	GOBP_EPITHELIUM_DEVELOPMENT	4.85479821860667	GOBP_IMMUNE_EFFECTOR_PROCESS	4.73084881018383	GOBP_DNA_CONFORMATION_CHANGE	14.1079230199797	GOBP_LUNG_ALVEOLUS_DEVELOPMENT	1.73882428759379	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	7.46193241213089
GOBP_CELLULAR_RESPONSE_TO_LIPID	2.19970527488122	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	2.93004396826121	GOBP_RESPONSE_TO_PROTOZOAN	2.16541782273488	GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY	1.73372547023681	GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	1.75689154852181	GOBP_REGULATION_OF_BONE_MINERALIZATION	1.97500313288613	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	2.62023073297932	GOBP_EPITHELIAL_CELL_DEVELOPMENT	4.83567448143491	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	4.3213085234835	GOBP_SPINDLE_ORGANIZATION	13.5531715903895	GOBP_REGULATION_OF_HORMONE_LEVELS	1.72065138589242	GOBP_CELL_ACTIVATION	6.87780469796374
GOBP_DEFENSE_RESPONSE_TO_VIRUS	2.19741705344438	GOBP_OSSIFICATION	2.78646940246486	GOBP_LEUKOCYTE_PROLIFERATION	2.12453249971818	GOBP_REGULATION_OF_DNA_RECOMBINATION	1.72535539405951	GOBP_HEART_VALVE_DEVELOPMENT	1.75200433656552	GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	1.97500313288613	GOBP_DETECTION_OF_ABIOTIC_STIMULUS	2.62023073297932	GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	4.68246641186178	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	4.2276531205045	GOBP_MICROTUBULE_BASED_PROCESS	12.9700103511735	GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	1.72065138589242	GOBP_REGULATION_OF_T_CELL_ACTIVATION	6.77226460011694
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	2.18522178001944	GOBP_TISSUE_MORPHOGENESIS	2.72905934614746	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	2.07891968757682	GOBP_DNA_RECOMBINATION	1.69446128929316	GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	1.75200433656552	GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1.93912719285108	GOBP_CELL_PART_MORPHOGENESIS	2.59321562513518	GOBP_CELL_JUNCTION_ASSEMBLY	4.64774871797501	GOBP_REGULATION_OF_CELL_DEATH	4.11429240852931	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	11.7142715600784	GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	1.66461886839697	GOBP_LEUKOCYTE_DIFFERENTIATION	6.61486986752153
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	2.13690334603162	GOBP_BIOLOGICAL_ADHESION	2.71908895722173	GOBP_ADAPTIVE_IMMUNE_RESPONSE	2.05109940274635	GOBP_RESPONSE_TO_CAFFEINE	1.60954980829277	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	1.74405147016757	GOBP_CARDIAC_CONDUCTION	1.92747179387668	GOBP_CELL_PROJECTION_ORGANIZATION	2.56331298637453	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	4.59645434349828	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	4.03286343598033	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	11.4876257366865	GOBP_MICROTUBULE_BASED_TRANSPORT	1.65796329255658	GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	6.11768841822737
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	2.12820005456504	GOBP_EMBRYO_DEVELOPMENT	2.59894572209509	GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	2.02991291290967	GOBP_CELLULAR_RESPONSE_TO_FRUCTOSE_STIMULUS	1.60954980829277	GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	1.72454529427796	GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	1.83531192281752	GOBP_OLIGODENDROCYTE_DIFFERENTIATION	2.52284158108089	GOBP_CELL_MIGRATION	4.4052920250246	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	4.03205115876972	GOBP_DNA_PACKAGING	11.3912958924302	GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	1.60754644584923	GOBP_T_CELL_SELECTION	5.98806265389023
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	2.10832661195419	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	2.55973259789649	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	2.00382518845595	GOBP_REGULATION_OF_DNA_REPAIR	1.60038806387589	GOBP_ENDOTHELIAL_CELL_MIGRATION	1.70779038971109	GOBP_OSTEOBLAST_PROLIFERATION	1.82157977361653	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	2.51675630456436	GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	4.37867026080955	GOBP_RESPONSE_TO_METAL_ION	3.87249307820451	GOBP_DNA_REPLICATION	11.3800737351442	GOBP_ZINC_ION_TRANSPORT	1.60754644584923	GOBP_IMMUNE_SYSTEM_DEVELOPMENT	5.82094345772875
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	2.06096898322613	GOBP_CELL_JUNCTION_ORGANIZATION	2.54933784065459	GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	1.98194469383274	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	1.60038806387589	GOBP_MESODERM_MORPHOGENESIS	1.66005371258203	GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	1.82157977361653	GOBP_CELL_MORPHOGENESIS	2.50530923833619	GOBP_LOCOMOTION	4.18550647689087	GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	3.85298442636196	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	11.1645621467209	GOBP_INTERLEUKIN_18_MEDIATED_SIGNALING_PATHWAY	1.60754644584923	GOBP_DEFENSE_RESPONSE	5.38939998771831
GOBP_RESPONSE_TO_LIPID	1.97921002590794	GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	2.51684097067181	GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	1.9352060459338	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1.60038806387589	GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	1.66005371258203	GOBP_REGULATION_OF_OSSIFICATION	1.81718982238629	GOBP_NEURONAL_ACTION_POTENTIAL	2.42035446447904	GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	3.88018554285179	GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	3.77174620396232	GOBP_CYTOKINESIS	10.8892062814362	GOBP_RETINAL_METABOLIC_PROCESS	1.60754644584923	GOBP_LEUKOCYTE_CELL_CELL_ADHESION	5.3561559255196
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	1.97374515894294	GOBP_SYNAPSE_ORGANIZATION	2.5035779060409	GOBP_LYMPHOCYTE_ACTIVATION	1.93109365843014	GOBP_ENERGY_HOMEOSTASIS	1.60038806387589	GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	1.62589628515214	GOBP_CELL_CELL_SIGNALING	1.81603389880997	GOBP_REGULATION_OF_CELL_DEVELOPMENT	2.3775767186391	GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	3.53684579822144	GOBP_GRANULOCYTE_CHEMOTAXIS	3.72778078483805	GOBP_MITOTIC_SPINDLE_ORGANIZATION	10.4109110909487	GOBP_FRUCTOSE_CATABOLIC_PROCESS_TO_HYDROXYACETONE_PHOSPHATE_AND_GLYCERALDEHYDE_3_PHOSPHATE	1.60754644584923	GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS	5.0596804733631
GOBP_MITOCHONDRION_ORGANIZATION	1.96267314766034	GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	2.49813606271349	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	1.89609084812864	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	1.60038806387589	GOBP_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1.62589628515214	GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.79935849276538	GOBP_SCHWANN_CELL_DIFFERENTIATION	2.36133675331564	GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	3.52836299178075	GOBP_APOPTOTIC_PROCESS	3.66599613686728	GOBP_DNA_METABOLIC_PROCESS	10.0593789759948	GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS	1.60754644584923	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	5.05791046863366
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	1.95542269818995	GOBP_EPIBOLY	2.49289234918245	GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	1.84814688133688	GOBP_STEROID_METABOLIC_PROCESS	1.59704242301008	GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1.62589628515214	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	1.7726854597421	GOBP_SKIN_EPIDERMIS_DEVELOPMENT	2.35539480375977	GOBP_BIOLOGICAL_ADHESION	3.52432808688338	GOBP_APOPTOTIC_SIGNALING_PATHWAY	3.61912900270022	GOBP_MEIOTIC_CELL_CYCLE_PROCESS	9.96639675879033	GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.60754644584923	GOBP_POSITIVE_T_CELL_SELECTION	4.68755166549739
GOBP_TYPE_I_INTERFERON_PRODUCTION	1.91893445659575	GOBP_VASCULATURE_DEVELOPMENT	2.44316258855443	GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	1.83032143945506	GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	1.55356821590155	GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	1.62589628515214	GOBP_CARDIAC_MUSCLE_CONTRACTION	1.7726854597421	GOBP_REGULATION_OF_NEUROGENESIS	2.29334603585025	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	3.48335647600659	GOBP_RECEPTOR_CATABOLIC_PROCESS	3.61229175444247	GOBP_CHROMOSOME_SEPARATION	9.5982999200994	GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	1.60754644584923	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	4.51534386298335
GOBP_RESPONSE_TO_INTERFERON_GAMMA	1.89345152216992	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	2.41683268764324	GOBP_RESPONSE_TO_AMYLOID_BETA	1.82876754425099	GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	1.54513803567988	GOBP_LYMPHANGIOGENESIS	1.62311214962543	GOBP_MUSCLE_CELL_DIFFERENTIATION	1.76542591911472	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	2.28088498927552	GOBP_TISSUE_HOMEOSTASIS	3.46812532896218	GOBP_MONOCYTE_CHEMOTAXIS	3.60212413241379	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	9.5982999200994	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	1.59500251847586	GOBP_THYMIC_T_CELL_SELECTION	4.51534386298335
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1.86622060231356	GOBP_DEVELOPMENTAL_GROWTH	2.41448805972962	GOBP_INTERLEUKIN_6_PRODUCTION	1.7750259960348	GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	1.54513803567988	GOBP_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	1.62311214962543	GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	1.76451179208639	GOBP_MOLTING_CYCLE	2.25174900777595	GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	3.44002882893357	GOBP_NEUTROPHIL_CHEMOTAXIS	3.50537979390335	GOBP_MEIOTIC_CELL_CYCLE	9.4515259090038	GOBP_EPITHELIAL_CELL_MORPHOGENESIS	1.56066181161742	GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	4.35974807115344
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	1.8563789378714	GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	2.36294161488415	GOBP_INTERLEUKIN_13_PRODUCTION	1.77315961771121	GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	1.54513803567988	GOBP_KERATAN_SULFATE_METABOLIC_PROCESS	1.62311214962543	GOBP_EAR_DEVELOPMENT	1.76451179208639	GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	2.20532229568222	GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	3.41762404707903	GOBP_ERK1_AND_ERK2_CASCADE	3.44828604292142	GOBP_SPINDLE_ASSEMBLY	9.35953053956459	GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION	1.56066181161742	GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	4.32127941554866
