0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value
FOSTER_TOLERANT_MACROPHAGE_DN	19.0653217756194	NABA_CORE_MATRISOME	36.8394450487641	REACTOME_SIGNALING_BY_INTERLEUKINS	8.05888836863865	SANSOM_APC_TARGETS	3.15860076217597	TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	5.66387253084027	LIM_MAMMARY_STEM_CELL_UP	7.09606062960196	WANG_SMARCE1_TARGETS_UP	8.28911463186676	WONG_ADULT_TISSUE_STEM_MODULE	8.68604005091752	REACTOME_NEUTROPHIL_DEGRANULATION	13.6748786804612	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	64.4018731864254	KARLSSON_TGFB1_TARGETS_DN	4.9600170759301	LI_INDUCED_T_TO_NATURAL_KILLER_UP	16.8016033973939
NUYTTEN_EZH2_TARGETS_UP	18.3654440170464	BOQUEST_STEM_CELL_UP	36.6697045255423	ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	7.80555865535124	RICKMAN_HEAD_AND_NECK_CANCER_F	3.14710282877374	SMID_BREAST_CANCER_LUMINAL_B_DN	5.62464691413197	CHICAS_RB1_TARGETS_CONFLUENT	6.87504595079649	SABATES_COLORECTAL_ADENOMA_DN	8.16445594115744	MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	8.21682558671963	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	13.3156217630792	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	64.3738976428859	RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	4.88075537800455	LEE_DIFFERENTIATING_T_LYMPHOCYTE	16.4106022935993
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	18.2667621452696	PASINI_SUZ12_TARGETS_DN	35.337020983897	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	7.58426950497888	WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS	3.03551037449912	SMID_BREAST_CANCER_BASAL_UP	5.60004199372147	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	6.81989795106838	CAIRO_LIVER_DEVELOPMENT_UP	7.98625018803401	WIERENGA_STAT5A_TARGETS_DN	7.90830020513071	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	13.3121155792797	BENPORATH_CYCLING_GENES	64.3412256049792	SMID_BREAST_CANCER_LUMINAL_B_DN	4.8484503249107	HAHTOLA_SEZARY_SYNDROM_DN	16.3713379192932
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN	17.5789906552055	ONDER_CDH1_TARGETS_2_UP	33.5727808044298	ONDER_CDH1_TARGETS_2_DN	7.26150212076681	REACTOME_VLDL_ASSEMBLY	3.03551037449912	KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	5.5975502509225	NABA_MATRISOME_ASSOCIATED	6.52579630738223	BOQUEST_STEM_CELL_UP	7.93261335990262	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	7.89465348319163	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	12.9614121936383	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	62.2868440490648	BROWNE_HCMV_INFECTION_24HR_DN	4.81776665161264	BOSCO_TH1_CYTOTOXIC_MODULE	16.0453351768941
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	17.0622312035671	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	32.8232346841294	WINZEN_DEGRADED_VIA_KHSRP	7.25686719003745	CROSBY_E2F4_TARGETS	2.91248998423808	BASAKI_YBX1_TARGETS_DN	5.48110171942268	LEE_BMP2_TARGETS_UP	6.34847789061389	LIU_PROSTATE_CANCER_DN	7.92437532308874	MCDOWELL_ACUTE_LUNG_INJURY_DN	7.83626024734021	IGLESIAS_E2F_TARGETS_UP	12.8398074672701	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	61.0538306347369	SMID_BREAST_CANCER_BASAL_DN	4.70307874745498	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	15.4543749622269
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	16.6529359341138	IGLESIAS_E2F_TARGETS_UP	30.5647323196752	REACTOME_NEUTROPHIL_DEGRANULATION	7.15461629722143	YU_BAP1_TARGETS	2.89330019227083	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	5.40520868127501	MEBARKI_HCC_PROGENITOR_WNT_UP	6.12389488794522	SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	7.76017255146332	CHYLA_CBFA2T3_TARGETS_UP	7.52167626795207	MCLACHLAN_DENTAL_CARIES_UP	12.8221025891706	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	60.2440230618765	BAELDE_DIABETIC_NEPHROPATHY_DN	4.67232976802935	BIOCARTA_TCYTOTOXIC_PATHWAY	15.4475509388924
WONG_ADULT_TISSUE_STEM_MODULE	16.1593853349194	LINDGREN_BLADDER_CANCER_CLUSTER_2B	30.4135849287387	GHANDHI_DIRECT_IRRADIATION_UP	7.05808380026453	CERVERA_SDHB_TARGETS_2	2.88190497934876	FOSTER_TOLERANT_MACROPHAGE_DN	5.31167166372747	WONG_ENDMETRIUM_CANCER_DN	5.99847646394405	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	7.44950623632742	LINDGREN_BLADDER_CANCER_CLUSTER_2B	7.49475880953875	NABA_MATRISOME	12.8096108208846	FISCHER_G2_M_CELL_CYCLE	60.1058533932248	DELYS_THYROID_CANCER_UP	4.59287967844751	SANSOM_APC_TARGETS_DN	14.6715998894974
HELLER_SILENCED_BY_METHYLATION_UP	15.7535384057242	NABA_MATRISOME	30.1364587557538	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	7.05752040022352	WP_DNA_DAMAGE_RESPONSE	2.82764604751457	DELYS_THYROID_CANCER_DN	5.30641164813912	MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	5.96383983600823	LEIN_OLIGODENDROCYTE_MARKERS	7.3825063775449	PEDRIOLI_MIR31_TARGETS_DN	7.1959645860845	ENK_UV_RESPONSE_KERATINOCYTE_UP	12.7596876182272	BURTON_ADIPOGENESIS_3	57.3828086473115	WONG_ADULT_TISSUE_STEM_MODULE	4.57747245963746	MATSUDA_NATURAL_KILLER_DIFFERENTIATION	14.2618965607766
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	15.4672839730182	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	26.1242206460276	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	6.89736931093206	CHICAS_RB1_TARGETS_CONFLUENT	2.73259286439346	GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	5.24027272453449	MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	5.77977881888466	COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	6.85977741216195	KEGG_CELL_ADHESION_MOLECULES_CAMS	7.15789048110751	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	12.530062156859	BLUM_RESPONSE_TO_SALIRASIB_DN	54.7829411064693	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	4.52385758238747	PID_CD8_TCR_PATHWAY	13.8080005530832
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	15.3483596185302	ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	25.3562792936205	RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP	6.78362517876268	KUMAR_TARGETS_OF_MLL_AF9_FUSION	2.72506364956963	UDAYAKUMAR_MED1_TARGETS_DN	5.15217440577142	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	5.60188821388087	WEST_ADRENOCORTICAL_TUMOR_DN	6.56813302484748	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	7.04551578553119	NABA_MATRISOME_ASSOCIATED	12.5057842257371	LEE_EARLY_T_LYMPHOCYTE_UP	54.5613063956136	ACEVEDO_LIVER_CANCER_DN	4.52331360850588	BIOCARTA_THELPER_PATHWAY	13.4767179843968
WALLACE_PROSTATE_CANCER_RACE_UP	14.9448435670352	WANG_SMARCE1_TARGETS_UP	25.145578597194	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	6.62763896858592	BIOCARTA_PPARG_PATHWAY	2.71026917024267	PEREZ_TP53_TARGETS	4.80518287459042	KONDO_EZH2_TARGETS	5.59746122231939	BENPORATH_ES_WITH_H3K27ME3	6.53834739877255	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	6.71703605107414	SERVITJA_ISLET_HNF1A_TARGETS_UP	11.9963866179669	ZHENG_GLIOBLASTOMA_PLASTICITY_UP	54.0583064178283	MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	4.43834500010814	PID_IL12_2PATHWAY	13.1440395259168
FOSTER_TOLERANT_MACROPHAGE_UP	14.9136690062018	PILON_KLF1_TARGETS_UP	24.1896373880237	SANSOM_APC_TARGETS_DN	6.55555916487054	GALIE_TUMOR_ANGIOGENESIS	2.71026917024267	MAINA_HYPOXIA_VHL_TARGETS_UP	4.64249090976703	PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	5.54369086803584	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	6.49139118441299	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	6.47627288299225	LI_INDUCED_T_TO_NATURAL_KILLER_UP	11.6741532484119	WHITEFORD_PEDIATRIC_CANCER_MARKERS	53.5694697716004	WU_CELL_MIGRATION	4.21558611643827	ZHENG_BOUND_BY_FOXP3	13.066583739268
VERHAAK_AML_WITH_NPM1_MUTATED_UP	14.899572416094	ZHU_CMV_ALL_DN	23.2589466557528	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	6.39441807084719	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	2.70922211720752	BENPORATH_EED_TARGETS	4.57402902334727	CHEN_METABOLIC_SYNDROM_NETWORK	5.51003748142253	LE_EGR2_TARGETS_DN	6.37622908707136	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	6.21420443115137	HARRIS_HYPOXIA	11.6479791412956	KONG_E2F3_TARGETS	52.3846526737343	WEINMANN_ADAPTATION_TO_HYPOXIA_DN	4.18039340951021	POOLA_INVASIVE_BREAST_CANCER_UP	12.6639339812089
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	14.6322770730327	KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	23.0213760584595	SMIRNOV_RESPONSE_TO_IR_2HR_UP	6.37016505726659	SANSOM_APC_TARGETS_UP	2.65679461136226	WONG_ADULT_TISSUE_STEM_MODULE	4.55344291699881	GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	5.50725553052458	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	6.35714400534231	GROSS_ELK3_TARGETS_UP	6.15128055137662	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	11.587927815127	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	51.603914341838	WONG_ENDMETRIUM_CANCER_DN	4.14095170271937	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	12.1055630345576
SWEET_LUNG_CANCER_KRAS_UP	14.6268494400936	LEE_BMP2_TARGETS_UP	22.5713391253657	QI_PLASMACYTOMA_UP	6.32124348884287	MORI_PLASMA_CELL_DN	2.64278285621297	SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	4.53247788815976	MCBRYAN_TERMINAL_END_BUD_UP	5.49770513592444	LEE_NEURAL_CREST_STEM_CELL_UP	6.34992560475064	REACTOME_HEMOSTASIS	6.07094407242808	WU_CELL_MIGRATION	11.5587664602688	BASAKI_YBX1_TARGETS_UP	51.1715681121628	HAN_SATB1_TARGETS_UP	4.0445877739555	BIOCARTA_CTLA4_PATHWAY	11.8273413611086
NAGASHIMA_NRG1_SIGNALING_UP	14.5956638902449	NABA_ECM_GLYCOPROTEINS	22.2401854841455	GROSS_HYPOXIA_VIA_ELK3_DN	6.29262136723902	REACTOME_MUSCLE_CONTRACTION	2.61686458744649	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	4.46621627381735	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	5.4886692607764	DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	6.24574359726615	WP_VEGFAVEGFR2_SIGNALING_PATHWAY	6.06680034772958	THUM_SYSTOLIC_HEART_FAILURE_UP	11.5539706224539	CROONQUIST_IL6_DEPRIVATION_DN	50.7766786218961	HOLLERN_MICROACINAR_BREAST_TUMOR_DN	3.97954017810055	PID_TCR_PATHWAY	11.4950295964015
LINDGREN_BLADDER_CANCER_CLUSTER_2B	14.4003040165979	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	22.1907829445184	POOLA_INVASIVE_BREAST_CANCER_UP	6.27426648955559	LEE_BMP2_TARGETS_UP	2.60362814956842	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	4.45956554941874	SABATES_COLORECTAL_ADENOMA_DN	5.40006066650143	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	6.13347531108244	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	6.04514960961992	JOHNSTONE_PARVB_TARGETS_3_UP	11.4865694419986	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	50.7055233004462	SMITH_LIVER_CANCER	3.84716125763049	BIOCARTA_CTL_PATHWAY	11.3548399461158
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	14.2167795414467	HOSHIDA_LIVER_CANCER_SUBCLASS_S1	22.1040650990913	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	6.27232032366583	NABA_SECRETED_FACTORS	2.58142424088724	ZWANG_EGF_INTERVAL_DN	4.4380226917908	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	5.38674866562338	SERVITJA_ISLET_HNF1A_TARGETS_UP	5.86968298509678	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	6.04483649234445	HUMMERICH_SKIN_CANCER_PROGRESSION_UP	11.3405250838877	GOLDRATH_ANTIGEN_RESPONSE	50.6061456128158	NUYTTEN_NIPP1_TARGETS_DN	3.84086075221506	QI_PLASMACYTOMA_UP	11.3074366924354
WIERENGA_STAT5A_TARGETS_UP	14.0796669163962	REACTOME_ECM_PROTEOGLYCANS	21.2732922460799	BASSO_CD40_SIGNALING_UP	6.18622479208693	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	2.57177210985547	MASSARWEH_TAMOXIFEN_RESISTANCE_UP	4.38619813649436	ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	5.31417601627488	SENESE_HDAC2_TARGETS_DN	5.64592598513844	WALLACE_PROSTATE_CANCER_RACE_UP	6.00415535070472	NUYTTEN_EZH2_TARGETS_UP	11.1302597165192	VECCHI_GASTRIC_CANCER_EARLY_UP	49.9879135246616	WP_NEPHROGENESIS	3.83760991614613	FARMER_BREAST_CANCER_CLUSTER_1	11.0257009413869
XIE_ST_HSC_S1PR3_OE_UP	13.8488296670772	OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN	21.1468310672261	PLASARI_TGFB1_TARGETS_10HR_UP	6.10515201551609	WP_PI3KAKT_SIGNALING_PATHWAY	2.56632633825692	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	4.38474594048335	NABA_ECM_GLYCOPROTEINS	5.25670521974995	MODY_HIPPOCAMPUS_NEONATAL	5.56176065430558	WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	5.97328129449657	MARSON_FOXP3_TARGETS_UP	10.998310929762	DODD_NASOPHARYNGEAL_CARCINOMA_DN	49.4052260537569	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	3.83061862816987	PID_IL12_STAT4_PATHWAY	10.726488962274
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	13.6136662391756	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	20.9927197350556	PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	6.07668638499759	LI_INDUCED_T_TO_NATURAL_KILLER_DN	2.56160128693375	SERVITJA_LIVER_HNF1A_TARGETS_UP	4.35919833637301	CHANDRAN_METASTASIS_DN	5.18043470035178	LIEN_BREAST_CARCINOMA_METAPLASTIC	5.5025858295438	VERHAAK_AML_WITH_NPM1_MUTATED_DN	5.87697513344105	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	10.9406501941528	PUJANA_BRCA2_PCC_NETWORK	49.0041840175519	BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	3.78346433821016	WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX	10.1849874497062
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	13.5107900034485	RODWELL_AGING_KIDNEY_NO_BLOOD_UP	20.7172979438553	ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP	5.96456654302514	REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	2.54776737718013	HORIUCHI_WTAP_TARGETS_UP	4.26581992434686	ONDER_CDH1_TARGETS_2_UP	5.17113056270912	GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	5.49468095426818	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	5.84398548228999	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	10.8619167546034	WINNEPENNINCKX_MELANOMA_METASTASIS_UP	48.9103512090595	WANG_SMARCE1_TARGETS_UP	3.75336189439279	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	10.1326489070421
