0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	6.31960092294258	WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	0.538446660342017	SCHLOSSER_SERUM_RESPONSE_DN	50.8712961713165	KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.948112302508619	REACTOME_NCAM1_INTERACTIONS	2.33477915139068	VECCHI_GASTRIC_CANCER_EARLY_DN	7.52988176473349	BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	8.7797715240543	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	96.1435033040301	LI_INDUCED_T_TO_NATURAL_KILLER_UP	18.6493990183511
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	6.16812222823414	REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	0.510252587313114	KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	46.9674781709761	WP_ACE_INHIBITOR_PATHWAY	0.948112302508619	BIOCARTA_CELL2CELL_PATHWAY	2.33243020047882	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	7.49142032638061	SANSOM_APC_TARGETS_DN	7.20923402510896	BENPORATH_CYCLING_GENES	94.9729686859935	PID_IL12_2PATHWAY	18.0336470863399
LEE_BMP2_TARGETS_DN	6.10410044131566	WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS	0.494102474337462	MILI_PSEUDOPODIA_HAPTOTAXIS_UP	45.547125008776	TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	0.936038491427493	REACTOME_CARDIAC_CONDUCTION	2.33118400296272	LEIN_OLIGODENDROCYTE_MARKERS	7.25688269182247	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	6.7247856965799	SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	94.7860842298143	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	16.9540333876204
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	5.98077296934059	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	0.494102474337462	REACTOME_INFECTIOUS_DISEASE	45.3127380569239	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	0.936038491427493	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	2.26684972805683	REACTOME_NEURONAL_SYSTEM	6.99868401824804	BERGER_MBD2_TARGETS	6.27873411063739	NUYTTEN_EZH2_TARGETS_DN	90.4526732577521	MATSUDA_NATURAL_KILLER_DIFFERENTIATION	16.5618507638458
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	5.8938899726765	KIM_MYCL1_AMPLIFICATION_TARGETS_UP	0.484740516278063	DANG_BOUND_BY_MYC	45.2128338819875	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	0.899802342688065	LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	2.19151190641453	MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	6.91446100870886	REACTOME_DIGESTION_OF_DIETARY_LIPID	6.27873411063739	DODD_NASOPHARYNGEAL_CARCINOMA_DN	84.4882395843028	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	15.27186291141
LEE_BMP2_TARGETS_UP	5.81901072926544	WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	0.472255341703613	WANG_TUMOR_INVASIVENESS_UP	44.8149815145796	REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	0.899802342688065	WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	2.1469039326032	BENPORATH_PRC2_TARGETS	6.57953862994175	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	5.65090016785172	VECCHI_GASTRIC_CANCER_EARLY_UP	81.1536107653699	PID_CD8_TCR_DOWNSTREAM_PATHWAY	15.008232312696
LIU_PROSTATE_CANCER_DN	5.72909561147804	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.436902656029602	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	43.4520157840685	BENPORATH_ES_2	0.89487804044474	HOELZEL_NF1_TARGETS_UP	2.07796467538547	LIU_PROSTATE_CANCER_DN	6.56027452389278	VECCHI_GASTRIC_CANCER_EARLY_DN	5.47763069100474	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	80.2774949805675	WALLACE_PROSTATE_CANCER_RACE_UP	15.0081348679017
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	5.64621552551628	MATZUK_CUMULUS_EXPANSION	0.432459252350837	STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	41.3777919027833	LEE_LIVER_CANCER_ACOX1_DN	0.867939468768213	REACTOME_MUSCLE_CONTRACTION	2.03453354014593	SABATES_COLORECTAL_ADENOMA_DN	6.41137484421117	MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	5.39664836542656	HORIUCHI_WTAP_TARGETS_DN	80.0923894909075	WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	14.3434716982335
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	5.523715411537	BENPORATH_ES_CORE_NINE	0.432459252350837	BENPORATH_MYC_MAX_TARGETS	40.4126720643077	BIOCARTA_FLUMAZENIL_PATHWAY	0.865684168399188	TANG_SENESCENCE_TP53_TARGETS_UP	1.97903228418185	SMID_BREAST_CANCER_BASAL_UP	6.38054265037478	LEE_LIVER_CANCER_DENA_DN	5.38110460716831	FISCHER_G2_M_CELL_CYCLE	79.7981904652308	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	14.2943678667092
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	5.48557526070302	REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.427560845237204	MARSON_BOUND_BY_FOXP3_UNSTIMULATED	40.0951862953353	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.854697368604368	REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	1.88989422967105	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	5.94356908774048	HSIAO_LIVER_SPECIFIC_GENES	4.94255149372033	CROONQUIST_IL6_DEPRIVATION_DN	74.147657892097	BIOCARTA_NO2IL12_PATHWAY	13.8821433781883
IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR	5.13264862983522	WP_SOMATIC_SEX_DETERMINATION	0.426154732309993	LOPEZ_MBD_TARGETS	39.9804807900259	BIOCARTA_GABA_PATHWAY	0.803201738568005	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	1.88627882320854	REACTOME_COLLAGEN_FORMATION	5.70334835707514	RODRIGUES_NTN1_TARGETS_DN	4.86780063342431	REACTOME_CELL_CYCLE	73.946255762405	HAHTOLA_SEZARY_SYNDROM_DN	12.9497906476543
CUI_TCF21_TARGETS_2_DN	4.97544486842764	REACTOME_ANCHORING_FIBRIL_FORMATION	0.426154732309993	PUJANA_CHEK2_PCC_NETWORK	39.5044894407944	REACTOME_BICARBONATE_TRANSPORTERS	0.803201738568005	WONG_ENDMETRIUM_CANCER_DN	1.86245669607056	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	5.69971652884527	LEE_LIVER_CANCER_CIPROFIBRATE_DN	4.83433686593174	BLUM_RESPONSE_TO_SALIRASIB_DN	70.9035673862228	PID_IL12_STAT4_PATHWAY	12.7439773832923
WP_CILIOPATHIES	4.90832111787219	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.425854667057793	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	39.3606089571818	REACTOME_ORGANIC_ANION_TRANSPORTERS	0.803201738568005	WP_THYROXINE_THYROID_HORMONE_PRODUCTION	1.85888751805042	WONG_ADULT_TISSUE_STEM_MODULE	5.64320240892827	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	4.76549837229098	BURTON_ADIPOGENESIS_3	69.5151503190682	SANSOM_APC_TARGETS_DN	12.699542378278
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	4.84328149831651	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.425854667057793	OSMAN_BLADDER_CANCER_UP	38.719299610583	SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	0.772915266281277	REACTOME_POTASSIUM_CHANNELS	1.83547517651239	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN	5.53028542943029	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	4.70626557162233	KONG_E2F3_TARGETS	68.8317168090677	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	12.371014312084
PARENT_MTOR_SIGNALING_UP	4.81203919875898	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.392971808937851	SHEN_SMARCA2_TARGETS_UP	37.8293073864115	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.772915266281277	MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.82371284867496	ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	5.46184285272424	WATANABE_COLON_CANCER_MSI_VS_MSS_DN	4.70625129858482	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	67.7829406219191	PID_CD8_TCR_PATHWAY	12.0227133257221
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	4.80976763175653	TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	0.378260970318492	REACTOME_INNATE_IMMUNE_SYSTEM	37.0654228681592	PID_HNF3B_PATHWAY	0.757288745461382	MAHADEVAN_IMATINIB_RESISTANCE_DN	1.80203310884668	NABA_COLLAGENS	5.42977212543348	WANG_BARRETTS_ESOPHAGUS_UP	4.56208145985005	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	67.004893880258	QI_PLASMACYTOMA_UP	11.750559993431
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	4.77578604040168	HUMMERICH_BENIGN_SKIN_TUMOR_DN	0.378260970318492	REACTOME_TRANSLATION	35.318611633903	WP_GABA_RECEPTOR_SIGNALING	0.755132520634066	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	1.79328220682225	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	5.42977212543348	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	4.48113788854862	BASAKI_YBX1_TARGETS_UP	66.8616248568723	POOLA_INVASIVE_BREAST_CANCER_UP	11.5859506458442
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	4.65246804626848	REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.374415713729358	MARSON_BOUND_BY_FOXP3_STIMULATED	35.3076296846453	GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	0.747252260431999	MEISSNER_NPC_HCP_WITH_H3K4ME2	1.75824671635588	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	5.35932923860595	REACTOME_CHYLOMICRON_ASSEMBLY	4.36037691697208	LEE_EARLY_T_LYMPHOCYTE_UP	66.6530029892281	BIOCARTA_IL12_PATHWAY	11.5270144558239
BOQUEST_STEM_CELL_UP	4.63531514352337	REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.370584540362154	ONKEN_UVEAL_MELANOMA_UP	32.9440490674124	NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	0.747252260431999	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	1.67431316406109	SERVITJA_ISLET_HNF1A_TARGETS_UP	5.23571428875982	REACTOME_CHYLOMICRON_REMODELING	4.36037691697208	FUJII_YBX1_TARGETS_DN	65.4163321420883	GAVIN_FOXP3_TARGETS_CLUSTER_P4	11.3525449158221
REACTOME_CILIUM_ASSEMBLY	4.58401642638479	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	0.370584540362154	BLALOCK_ALZHEIMERS_DISEASE_UP	32.4743179266405	MIKKELSEN_PLURIPOTENT_STATE_UP	0.747252260431999	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	1.6731834914685	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	5.20324655299863	LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN	3.97811847322902	GOLDRATH_ANTIGEN_RESPONSE	65.3874948199741	BIOCARTA_TCYTOTOXIC_PATHWAY	11.1989929228287
WEST_ADRENOCORTICAL_TUMOR_DN	4.52633971661012	MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	0.366933906008676	GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS	31.8787887705519	WP_PTF1A_RELATED_REGULATORY_PATHWAY	0.747252260431999	WP_FTO_OBESITY_VARIANT_MECHANISM	1.66621375333804	GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP	5.0676448454682	BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	3.79593890001581	REACTOME_CELL_CYCLE_MITOTIC	65.0126972014607	PID_TCR_PATHWAY	11.1754811614022
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	4.51008664029574	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	0.366933906008676	SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	31.6810175475309	WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	0.747252260431999	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1.66621375333804	RIGGI_EWING_SARCOMA_PROGENITOR_UP	5.00516697244545	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	3.77825502698182	PUJANA_BRCA2_PCC_NETWORK	64.6315651962262	FARMER_BREAST_CANCER_CLUSTER_1	11.1139892813934
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	4.4772362617677	NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	0.36395370505486	KIM_ALL_DISORDERS_CALB1_CORR_UP	31.6646869575229	REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.667801446215306	WILCOX_RESPONSE_TO_PROGESTERONE_DN	1.62568851986275	ONDER_CDH1_TARGETS_2_UP	4.99740949930608	REACTOME_INTESTINAL_ABSORPTION	3.7560172818176	BERENJENO_TRANSFORMED_BY_RHOA_UP	64.3403883170819	BIOCARTA_CTLA4_PATHWAY	11.072432831082
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	4.36501541256237	MATZUK_STEROIDOGENESIS	0.36395370505486	ENK_UV_RESPONSE_KERATINOCYTE_UP	31.4003174897342	KINNEY_DNMT1_METHYLATION_TARGETS	0.65106479134198	KEGG_ABC_TRANSPORTERS	1.59624485580269	LU_AGING_BRAIN_UP	4.89510540956963	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	3.75013783866209	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	63.8654128847289	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	10.7870180571589
DURAND_STROMA_S_UP	4.34394896684613	MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3	0.36395370505486	JOHNSTONE_PARVB_TARGETS_3_DN	30.6360355473033	BIOCARTA_LECTIN_PATHWAY	0.65106479134198	REACTOME_SIGNALING_BY_BMP	1.45672524077488	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	4.81561969643292	IGLESIAS_E2F_TARGETS_DN	3.70630502051222	WINNEPENNINCKX_MELANOMA_METASTASIS_UP	63.4093516465377	HAHTOLA_CTCL_PATHOGENESIS	10.6193356552046
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	4.34178630567676	JU_AGING_TERC_TARGETS_UP	0.36395370505486	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	30.4644842640661	REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.65106479134198	MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	1.39591814466134	SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	4.81411180567912	SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	3.68422502808983	FEVR_CTNNB1_TARGETS_DN	62.8792539025259	ONO_AML1_TARGETS_DN	10.3826415522667
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	4.33612325490535	REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0.36395370505486	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	30.2754417271158	WONG_ENDMETRIUM_CANCER_UP	0.636699010195979	REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	1.3869840996076	DURAND_STROMA_S_UP	4.73389537943719	CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	3.67127567329311	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	62.7805921906018	BIOCARTA_TOB1_PATHWAY	9.97750576299444
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	4.30564330714541	NABA_PROTEOGLYCANS	0.362838008431393	ENK_UV_RESPONSE_KERATINOCYTE_DN	29.8386803929236	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.621478867197152	REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	1.3869840996076	HOELZEL_NF1_TARGETS_UP	4.70694453612022	BAUS_TFF2_TARGETS_UP	3.67127567329311	WHITEFORD_PEDIATRIC_CANCER_MARKERS	62.1777787521889	WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	9.86784532013837
WONG_ADULT_TISSUE_STEM_MODULE	4.29573085530501	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.341939787773712	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	29.7926902384788	MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.609377796754142	REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	1.3869840996076	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	4.64853567528099	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	3.65153376590175	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	61.4151193702296	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	9.86211652951388
SWEET_LUNG_CANCER_KRAS_DN	4.24069225276589	REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	0.335657005221602	REACTOME_MRNA_SPLICING	29.3853628517197	YANG_BREAST_CANCER_ESR1_BULK_UP	0.607313227672252	REACTOME_SENSORY_PROCESSING_OF_SOUND	1.36953206986913	CUI_TCF21_TARGETS_2_DN	4.63690595663335	VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	3.61965725979909	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	59.244700350788	BIOCARTA_THELPER_PATHWAY	9.55675891865379
RICKMAN_METASTASIS_UP	4.23651877964034	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	0.335657005221602	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	28.7182926788278	DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY	0.607313227672252	MIKKELSEN_NPC_HCP_WITH_H3K27ME3	1.36582118218766	WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	4.5999019845251	WP_STATIN_PATHWAY	3.61531034349635	LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	58.5559843794077	WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	9.44092651303159
