0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value	13	13_value	14	14_value	15	15_value	16	16_value
HALLMARK_ESTROGEN_RESPONSE_LATE	3.80752126706124	HALLMARK_FATTY_ACID_METABOLISM	1.80076700078416	HALLMARK_MTORC1_SIGNALING	3.90020624075433	HALLMARK_ADIPOGENESIS	3.22070450189105	HALLMARK_COAGULATION	1.24070837510587	HALLMARK_COAGULATION	1.27753999115139	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.924508206673592	HALLMARK_APICAL_SURFACE	1.50343374575099	HALLMARK_HYPOXIA	1.57130221787141	HALLMARK_IL6_JAK_STAT3_SIGNALING	5.14721178837105	HALLMARK_PEROXISOME	0.385233367069839	HALLMARK_UV_RESPONSE_UP	1.32143783456726	HALLMARK_APOPTOSIS	0.815752772329905	HALLMARK_ANGIOGENESIS	1.03421496210008	HALLMARK_ANDROGEN_RESPONSE	0.682742037454339	HALLMARK_UV_RESPONSE_DN	0.56136884134774	HALLMARK_KRAS_SIGNALING_DN	0.659679172595677
HALLMARK_MTORC1_SIGNALING	3.79132454353082	HALLMARK_COMPLEMENT	1.49309525560664	HALLMARK_GLYCOLYSIS	3.87056762271896	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.20781307370592	HALLMARK_UV_RESPONSE_UP	1.0548292935877	HALLMARK_UV_RESPONSE_UP	1.08987937110515	HALLMARK_ANGIOGENESIS	0.713482263422673	HALLMARK_P53_PATHWAY	0.948879397989311	HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.01678889334599	HALLMARK_COAGULATION	5.11837436939341	HALLMARK_APOPTOSIS	0.250840824674991	HALLMARK_COMPLEMENT	1.13837257691895	HALLMARK_MYOGENESIS	0.67755771149392	HALLMARK_HEDGEHOG_SIGNALING	1.01124524453155	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.670987958351388	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.467625690238968	HALLMARK_KRAS_SIGNALING_UP	0.657702414275678
HALLMARK_XENOBIOTIC_METABOLISM	3.10469799819991	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.49192664206389	HALLMARK_UV_RESPONSE_UP	3.72623039497571	HALLMARK_TGF_BETA_SIGNALING	3.12329909427327	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.865415072534784	HALLMARK_G2M_CHECKPOINT	0.878703285519626	HALLMARK_FATTY_ACID_METABOLISM	0.618759942136348	HALLMARK_IL2_STAT5_SIGNALING	0.948879397989311	HALLMARK_INFLAMMATORY_RESPONSE	1.01678889334599	HALLMARK_ALLOGRAFT_REJECTION	4.89085794598758	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.192585195868982	HALLMARK_HEME_METABOLISM	1.09580514378014	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.67755771149392	HALLMARK_MYC_TARGETS_V2	0.842266517899066	HALLMARK_COAGULATION	0.577456518490791	HALLMARK_G2M_CHECKPOINT	0.46023936315331	HALLMARK_GLYCOLYSIS	0.655737030534539
HALLMARK_ALLOGRAFT_REJECTION	3.09070198687087	HALLMARK_MTORC1_SIGNALING	1.41117081317721	HALLMARK_IL6_JAK_STAT3_SIGNALING	3.35710189171528	HALLMARK_KRAS_SIGNALING_UP	2.48384512352471	HALLMARK_MYOGENESIS	0.850939043950828	HALLMARK_ESTROGEN_RESPONSE_LATE	0.873916331886314	HALLMARK_APICAL_SURFACE	0.617040472014049	HALLMARK_MTORC1_SIGNALING	0.93907522738947	HALLMARK_MITOTIC_SPINDLE	1.00193311067006	HALLMARK_CHOLESTEROL_HOMEOSTASIS	3.15836583026872	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0	HALLMARK_APICAL_JUNCTION	1.08042264783153	HALLMARK_TGF_BETA_SIGNALING	0.669547149286019	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.691556653580703	HALLMARK_UV_RESPONSE_DN	0.531532238919963	HALLMARK_P53_PATHWAY	0.46023936315331	HALLMARK_HYPOXIA	0.647986942536378
HALLMARK_MYOGENESIS	2.50258739646635	HALLMARK_APOPTOSIS	1.21192912045423	HALLMARK_INTERFERON_ALPHA_RESPONSE	3.15906590602334	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.2543348661227	HALLMARK_GLYCOLYSIS	0.82749838184762	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.86916325513764	HALLMARK_MYC_TARGETS_V2	0.53588729071855	HALLMARK_KRAS_SIGNALING_UP	0.934223780436304	HALLMARK_NOTCH_SIGNALING	0.774191965262592	HALLMARK_FATTY_ACID_METABOLISM	2.82433280603353	HALLMARK_HYPOXIA	0	HALLMARK_ANDROGEN_RESPONSE	1.03596399084549	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.66758536187728	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.615597223608155	HALLMARK_COMPLEMENT	0.446768396306035	HALLMARK_IL2_STAT5_SIGNALING	0.46023936315331	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.44268525761579	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.11374495093736	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3.15515036664267	HALLMARK_ANDROGEN_RESPONSE	2.22972446569815	HALLMARK_MITOTIC_SPINDLE	0.822909935555182	HALLMARK_INFLAMMATORY_RESPONSE	0.86916325513764	HALLMARK_G2M_CHECKPOINT	0.480297803679542	HALLMARK_HEDGEHOG_SIGNALING	0.697837897594944	HALLMARK_ANGIOGENESIS	0.750966374732355	HALLMARK_INTERFERON_ALPHA_RESPONSE	2.79250675837512	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	HALLMARK_BILE_ACID_METABOLISM	0.945656857658475	HALLMARK_INFLAMMATORY_RESPONSE	0.66758536187728	HALLMARK_BILE_ACID_METABOLISM	0.579850748927459	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.439328862289766	HALLMARK_ESTROGEN_RESPONSE_LATE	0.458422153790202	HALLMARK_MITOTIC_SPINDLE	0
HALLMARK_HYPOXIA	2.39614189245493	HALLMARK_MYC_TARGETS_V2	1.00180720605575	HALLMARK_XENOBIOTIC_METABOLISM	3.14232720654529	HALLMARK_ESTROGEN_RESPONSE_LATE	1.85332306258733	HALLMARK_SPERMATOGENESIS	0.657406985633322	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.859757317705229	HALLMARK_P53_PATHWAY	0.480297803679542	HALLMARK_APOPTOSIS	0.616186109428705	HALLMARK_FATTY_ACID_METABOLISM	0.67940897832254	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.61859242251497	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	HALLMARK_COAGULATION	0.83988779671268	HALLMARK_KRAS_SIGNALING_UP	0.664306536786492	HALLMARK_FATTY_ACID_METABOLISM	0.462838261494632	HALLMARK_MYOGENESIS	0.433876756761826	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.456616446936818	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0
HALLMARK_ANGIOGENESIS	2.26351437598335	HALLMARK_E2F_TARGETS	0.967126423486424	HALLMARK_ALLOGRAFT_REJECTION	3.12958217964739	HALLMARK_MTORC1_SIGNALING	1.84466608167382	HALLMARK_HEDGEHOG_SIGNALING	0.655627218598113	HALLMARK_BILE_ACID_METABOLISM	0.789653865668321	HALLMARK_INFLAMMATORY_RESPONSE	0.474473096568025	HALLMARK_TGF_BETA_SIGNALING	0.554804793870313	HALLMARK_APOPTOSIS	0.666918732401513	HALLMARK_UV_RESPONSE_DN	2.08869551799415	HALLMARK_TGF_BETA_SIGNALING	0	HALLMARK_HEDGEHOG_SIGNALING	0.756392886491934	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.561068818781309	HALLMARK_UV_RESPONSE_UP	0.458266128742487	HALLMARK_P53_PATHWAY	0.432082993390192	HALLMARK_XENOBIOTIC_METABOLISM	0.456616446936818	HALLMARK_TGF_BETA_SIGNALING	0
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.21704028828628	HALLMARK_HEME_METABOLISM	0.955080100333098	HALLMARK_FATTY_ACID_METABOLISM	2.95760004291596	HALLMARK_ESTROGEN_RESPONSE_EARLY	1.82751982457421	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.60753854683833	HALLMARK_ANGIOGENESIS	0.690556529383372	HALLMARK_XENOBIOTIC_METABOLISM	0.474473096568025	HALLMARK_ADIPOGENESIS	0.486043701055144	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.628823978055706	HALLMARK_UV_RESPONSE_UP	2.00087994628445	HALLMARK_IL6_JAK_STAT3_SIGNALING	0	HALLMARK_PANCREAS_BETA_CELLS	0.716143758631719	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.513637449879781	HALLMARK_P53_PATHWAY	0.38328854804488	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.430300824795393	HALLMARK_GLYCOLYSIS	0.453039063006946	HALLMARK_DNA_REPAIR	0
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.0277541424105	HALLMARK_DNA_REPAIR	0.797599864667804	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.7705038157601	HALLMARK_GLYCOLYSIS	1.82751982457421	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.557845117338182	HALLMARK_HEDGEHOG_SIGNALING	0.669124004211094	HALLMARK_KRAS_SIGNALING_UP	0.471593863520301	HALLMARK_INFLAMMATORY_RESPONSE	0.483121075753044	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.532545682864005	HALLMARK_ANDROGEN_RESPONSE	1.79696839328609	HALLMARK_NOTCH_SIGNALING	0	HALLMARK_MYOGENESIS	0.580302626135068	HALLMARK_PROTEIN_SECRETION	0.468845241117173	HALLMARK_HEME_METABOLISM	0.38328854804488	HALLMARK_MTORC1_SIGNALING	0.42853012920325	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	HALLMARK_G2M_CHECKPOINT	0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.90147609584434	HALLMARK_UV_RESPONSE_DN	0.797599864667804	HALLMARK_PEROXISOME	2.14636954268062	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.78900624055691	HALLMARK_COMPLEMENT	0.451409598806972	HALLMARK_APICAL_SURFACE	0.594858980336937	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.33778982802295	HALLMARK_KRAS_SIGNALING_DN	0.483121075753044	HALLMARK_XENOBIOTIC_METABOLISM	0.529514620761269	HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.7626434522126	HALLMARK_ADIPOGENESIS	0	HALLMARK_P53_PATHWAY	0.577137741555207	HALLMARK_PEROXISOME	0.44357089806955	HALLMARK_ADIPOGENESIS	0.381574984942766	HALLMARK_KRAS_SIGNALING_DN	0.42853012920325	HALLMARK_MITOTIC_SPINDLE	0	HALLMARK_NOTCH_SIGNALING	0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.89193368942604	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.739256273515911	HALLMARK_BILE_ACID_METABOLISM	2.00757762506821	HALLMARK_UV_RESPONSE_UP	1.57173098458132	HALLMARK_HEME_METABOLISM	0.428293950354637	HALLMARK_FATTY_ACID_METABOLISM	0.582388960076456	HALLMARK_PEROXISOME	0.33778982802295	HALLMARK_APICAL_JUNCTION	0.480220482841952	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.434706209375681	HALLMARK_IL2_STAT5_SIGNALING	1.6873453205572	HALLMARK_ESTROGEN_RESPONSE_EARLY	0	HALLMARK_ADIPOGENESIS	0.573995629441952	HALLMARK_COAGULATION	0.361000902819665	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.381574984942766	HALLMARK_GLYCOLYSIS	0.425022679283539	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	HALLMARK_ADIPOGENESIS	0
HALLMARK_GLYCOLYSIS	1.86246610688128	HALLMARK_ANDROGEN_RESPONSE	0.631709746496152	HALLMARK_HEME_METABOLISM	1.81849622576917	HALLMARK_APICAL_SURFACE	1.36452550118625	HALLMARK_ADIPOGENESIS	0.425507327132523	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.45900319436154	HALLMARK_BILE_ACID_METABOLISM	0.308254812274491	HALLMARK_PEROXISOME	0.342623556005585	HALLMARK_PROTEIN_SECRETION	0.392213430681565	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.63617977084446	HALLMARK_ANDROGEN_RESPONSE	0	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.570876047745564	HALLMARK_FATTY_ACID_METABOLISM	0.30706678972407	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.379872828521448	HALLMARK_HYPOXIA	0	HALLMARK_TGF_BETA_SIGNALING	0	HALLMARK_ESTROGEN_RESPONSE_EARLY	0
HALLMARK_UV_RESPONSE_DN	1.82132284043338	HALLMARK_PEROXISOME	0.612837614866673	HALLMARK_ANGIOGENESIS	1.5396110653211	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.28766107919985	HALLMARK_ESTROGEN_RESPONSE_LATE	0.425507327132523	HALLMARK_P53_PATHWAY	0.447422152457214	HALLMARK_COAGULATION	0.263456398602845	HALLMARK_COAGULATION	0.26784950212822	HALLMARK_ANDROGEN_RESPONSE	0.378320342417128	HALLMARK_XENOBIOTIC_METABOLISM	1.05899955740702	HALLMARK_MYOGENESIS	0	HALLMARK_MTORC1_SIGNALING	0.570876047745564	HALLMARK_MYC_TARGETS_V1	0.248060231999836	HALLMARK_APICAL_JUNCTION	0.378181958893714	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	HALLMARK_IL6_JAK_STAT3_SIGNALING	0	HALLMARK_ANDROGEN_RESPONSE	0
HALLMARK_COAGULATION	1.41272558828444	HALLMARK_MYC_TARGETS_V1	0.588650450645354	HALLMARK_APOPTOSIS	1.52789125211742	HALLMARK_P53_PATHWAY	1.28099237389202	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.422742725192093	HALLMARK_MTORC1_SIGNALING	0.441766729972386	HALLMARK_DNA_REPAIR	0.228767796177963	HALLMARK_SPERMATOGENESIS	0.263395531355321	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.368377641463399	HALLMARK_KRAS_SIGNALING_UP	1.05394676924949	HALLMARK_PROTEIN_SECRETION	0	HALLMARK_GLYCOLYSIS	0.564703525923696	HALLMARK_E2F_TARGETS	0.242140890392469	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.376502258012333	HALLMARK_MITOTIC_SPINDLE	0	HALLMARK_DNA_REPAIR	0	HALLMARK_MYOGENESIS	0
HALLMARK_APICAL_JUNCTION	1.35069435454466	HALLMARK_ADIPOGENESIS	0.559865761661995	HALLMARK_HEDGEHOG_SIGNALING	1.49613485555858	HALLMARK_XENOBIOTIC_METABOLISM	1.26779176456349	HALLMARK_MTORC1_SIGNALING	0.422742725192093	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.426311330097672	HALLMARK_UV_RESPONSE_UP	0.212773129025437	HALLMARK_COMPLEMENT	0.172197522514207	HALLMARK_SPERMATOGENESIS	0.286762831624892	HALLMARK_PROTEIN_SECRETION	1.04710186113845	HALLMARK_INTERFERON_ALPHA_RESPONSE	0	HALLMARK_HYPOXIA	0.552618600733555	HALLMARK_G2M_CHECKPOINT	0.239249923699792	HALLMARK_HYPOXIA	0.369892843335013	HALLMARK_TGF_BETA_SIGNALING	0	HALLMARK_NOTCH_SIGNALING	0	HALLMARK_PROTEIN_SECRETION	0
HALLMARK_HEDGEHOG_SIGNALING	1.28229531778319	HALLMARK_ESTROGEN_RESPONSE_LATE	0.559865761661995	HALLMARK_COMPLEMENT	1.30231797031544	HALLMARK_APICAL_JUNCTION	1.26125891408997	HALLMARK_ALLOGRAFT_REJECTION	0.419999905937183	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.382733420922978	HALLMARK_APOPTOSIS	0.211084468075651	HALLMARK_G2M_CHECKPOINT	0.162251664142887	HALLMARK_G2M_CHECKPOINT	0.181206666786132	HALLMARK_PEROXISOME	0.994595622822113	HALLMARK_INTERFERON_GAMMA_RESPONSE	0	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.458669048155556	HALLMARK_P53_PATHWAY	0.239249923699792	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	HALLMARK_DNA_REPAIR	0	HALLMARK_ADIPOGENESIS	0	HALLMARK_APICAL_JUNCTION	0
