0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value	13	13_value	14	14_value	15	15_value	16	16_value
HALLMARK_ESTROGEN_RESPONSE_LATE	3.80752126706124	HALLMARK_FATTY_ACID_METABOLISM	1.80076700078416	HALLMARK_MTORC1_SIGNALING	3.90020624075433	HALLMARK_ADIPOGENESIS	3.22070450189105							HALLMARK_APICAL_SURFACE	1.50343374575099	HALLMARK_HYPOXIA	1.57130221787141	HALLMARK_IL6_JAK_STAT3_SIGNALING	5.14721178837105			HALLMARK_UV_RESPONSE_UP	1.32143783456726										
HALLMARK_MTORC1_SIGNALING	3.79132454353082	HALLMARK_COMPLEMENT	1.49309525560664	HALLMARK_GLYCOLYSIS	3.87056762271896	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.20781307370592											HALLMARK_COAGULATION	5.11837436939341														
HALLMARK_XENOBIOTIC_METABOLISM	3.10469799819991	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.49192664206389	HALLMARK_UV_RESPONSE_UP	3.72623039497571	HALLMARK_TGF_BETA_SIGNALING	3.12329909427327											HALLMARK_ALLOGRAFT_REJECTION	4.89085794598758														
HALLMARK_ALLOGRAFT_REJECTION	3.09070198687087	HALLMARK_MTORC1_SIGNALING	1.41117081317721	HALLMARK_IL6_JAK_STAT3_SIGNALING	3.35710189171528	HALLMARK_KRAS_SIGNALING_UP	2.48384512352471											HALLMARK_CHOLESTEROL_HOMEOSTASIS	3.15836583026872														
HALLMARK_MYOGENESIS	2.50258739646635			HALLMARK_INTERFERON_ALPHA_RESPONSE	3.15906590602334	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.2543348661227											HALLMARK_FATTY_ACID_METABOLISM	2.82433280603353														
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.44268525761579			HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3.15515036664267	HALLMARK_ANDROGEN_RESPONSE	2.22972446569815											HALLMARK_INTERFERON_ALPHA_RESPONSE	2.79250675837512														
HALLMARK_HYPOXIA	2.39614189245493			HALLMARK_XENOBIOTIC_METABOLISM	3.14232720654529	HALLMARK_ESTROGEN_RESPONSE_LATE	1.85332306258733											HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.61859242251497														
HALLMARK_ANGIOGENESIS	2.26351437598335			HALLMARK_ALLOGRAFT_REJECTION	3.12958217964739	HALLMARK_MTORC1_SIGNALING	1.84466608167382											HALLMARK_UV_RESPONSE_DN	2.08869551799415														
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.21704028828628			HALLMARK_FATTY_ACID_METABOLISM	2.95760004291596	HALLMARK_ESTROGEN_RESPONSE_EARLY	1.82751982457421											HALLMARK_UV_RESPONSE_UP	2.00087994628445														
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.0277541424105			HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.7705038157601	HALLMARK_GLYCOLYSIS	1.82751982457421											HALLMARK_ANDROGEN_RESPONSE	1.79696839328609														
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.90147609584434			HALLMARK_PEROXISOME	2.14636954268062	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.78900624055691											HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.7626434522126														
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.89193368942604			HALLMARK_BILE_ACID_METABOLISM	2.00757762506821	HALLMARK_UV_RESPONSE_UP	1.57173098458132											HALLMARK_IL2_STAT5_SIGNALING	1.6873453205572														
HALLMARK_GLYCOLYSIS	1.86246610688128			HALLMARK_HEME_METABOLISM	1.81849622576917	HALLMARK_APICAL_SURFACE	1.36452550118625											HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.63617977084446														
HALLMARK_UV_RESPONSE_DN	1.82132284043338			HALLMARK_ANGIOGENESIS	1.5396110653211																												
HALLMARK_COAGULATION	1.41272558828444			HALLMARK_APOPTOSIS	1.52789125211742																												
HALLMARK_APICAL_JUNCTION	1.35069435454466			HALLMARK_HEDGEHOG_SIGNALING	1.49613485555858																												
				HALLMARK_COMPLEMENT	1.30231797031544																												
