0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value	13	13_value	14	14_value	15	15_value	16	16_value
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	10.8236243432555	BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	5.99257153189841	ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	9.55655381648941	LINDGREN_BLADDER_CANCER_CLUSTER_2B	20.7889754000046	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	5.63899725362956	LIM_MAMMARY_STEM_CELL_UP	6.82807326703735	NABA_SECRETED_FACTORS	2.83805110016237	WANG_SMARCE1_TARGETS_UP	8.28911463186676	MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	9.03572590306488	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	13.3156217630792	BENPORATH_CYCLING_GENES	65.5784188452069	RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	4.88075537800455	WANG_SMARCE1_TARGETS_UP	7.96225712072329	BOSCO_TH1_CYTOTOXIC_MODULE	13.4061316169628	ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	6.25744068407046	OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN	9.29949417614182	MOSERLE_IFNA_RESPONSE	9.02887767038197
HELLER_SILENCED_BY_METHYLATION_UP	10.7573639260619	BASSO_CD40_SIGNALING_UP	5.95877477927811	FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP	9.10096561577209	NABA_CORE_MATRISOME	20.0375987144633	MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	5.57816705897518	LEE_BMP2_TARGETS_UP	6.69409615070811	FUJII_YBX1_TARGETS_DN	2.83430775566596	SABATES_COLORECTAL_ADENOMA_DN	8.16445594115744	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	7.76545098513445	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	13.3121155792797	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	64.166425518441	SMID_BREAST_CANCER_LUMINAL_B_DN	4.8484503249107	ONDER_CDH1_TARGETS_2_UP	7.52018940142483	BIOCARTA_TCYTOTOXIC_PATHWAY	13.3773588984925	PID_TCR_PATHWAY	6.19415508999414	REACTOME_ELASTIC_FIBRE_FORMATION	8.86189827254581	REACTOME_INTERFERON_GAMMA_SIGNALING	8.62706809209434
GOLDRATH_ANTIGEN_RESPONSE	10.6493075069353	WALLACE_PROSTATE_CANCER_RACE_UP	5.71434262194563	SWEET_LUNG_CANCER_KRAS_UP	9.04332295039561	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	19.7586298128712	TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	5.56832696247329	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	6.6258114947191	WP_PI3KAKT_SIGNALING_PATHWAY	2.82250648396006	CAIRO_LIVER_DEVELOPMENT_UP	7.98625018803401	WIERENGA_STAT5A_TARGETS_DN	7.7128942919203	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	12.9614121936383	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	62.0702635819966	BROWNE_HCMV_INFECTION_24HR_DN	4.81776665161264	PILON_KLF1_TARGETS_UP	7.24761715889451	POOLA_INVASIVE_BREAST_CANCER_UP	13.0459312577559	LEE_DIFFERENTIATING_T_LYMPHOCYTE	6.18703386077957	LANDIS_ERBB2_BREAST_TUMORS_324_DN	8.68532647633901	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	8.46640373148111
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP	10.6402638714952	BOSCO_TH1_CYTOTOXIC_MODULE	5.61787525799302	NAGASHIMA_NRG1_SIGNALING_UP	8.89279871318195	PASINI_SUZ12_TARGETS_DN	19.7546190793458	KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	5.52963049371806	CHICAS_RB1_TARGETS_CONFLUENT	6.59573881521059	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	2.80333867253412	LIU_PROSTATE_CANCER_DN	7.92437532308874	MCDOWELL_ACUTE_LUNG_INJURY_DN	7.70714608371834	IGLESIAS_E2F_TARGETS_UP	12.8398074672701	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	61.2613577030154	SMID_BREAST_CANCER_BASAL_DN	4.70307874745498	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	6.82041852215267	PID_IL12_2PATHWAY	12.4879647028681	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	5.77518227657963	CROONQUIST_STROMAL_STIMULATION_UP	8.33658662463294	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	8.32892244517579
WILENSKY_RESPONSE_TO_DARAPLADIB	10.2097835074006	SMID_BREAST_CANCER_NORMAL_LIKE_UP	5.27819956970053	GHANDHI_BYSTANDER_IRRADIATION_UP	8.72424435018787	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	18.5791608997283	SERVITJA_LIVER_HNF1A_TARGETS_UP	5.24639615919423	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	6.39072160615235	GALIE_TUMOR_ANGIOGENESIS	2.79082791538102	SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	7.76017255146332	LU_AGING_BRAIN_UP	7.36716643014462	MCLACHLAN_DENTAL_CARIES_UP	12.8221025891706	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	60.8314397083328	BAELDE_DIABETIC_NEPHROPATHY_DN	4.67232976802935	CHICAS_RB1_TARGETS_CONFLUENT	6.55633616676509	SANSOM_APC_TARGETS_DN	11.9748864957616	MATSUDA_NATURAL_KILLER_DIFFERENTIATION	5.64151498331387	CHEN_METABOLIC_SYNDROM_NETWORK	8.2928491196015	RADAEVA_RESPONSE_TO_IFNA1_UP	8.25907405997308
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	10.0532005456119	CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN	5.25892564146764	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	8.62338618884954	BOQUEST_STEM_CELL_UP	18.236884873438	DELYS_THYROID_CANCER_DN	5.22534985232277	NABA_MATRISOME_ASSOCIATED	6.22470689839825	MORI_PLASMA_CELL_DN	2.75914348865499	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	7.44950623632742	CHYLA_CBFA2T3_TARGETS_UP	7.28296422080955	NABA_MATRISOME	12.8096108208846	FISCHER_G2_M_CELL_CYCLE	59.8713912858256	DELYS_THYROID_CANCER_UP	4.59287967844751	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	6.43825454402306	FARMER_BREAST_CANCER_CLUSTER_1	11.5735314361211	KUMAR_TARGETS_OF_MLL_AF9_FUSION	5.26966360274284	ONDER_CDH1_TARGETS_2_UP	8.24070489183149	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	8.05699583159646
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	10.0430330856605	QI_PLASMACYTOMA_UP	5.08050783293821	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	8.50709616723866	KARLSSON_TGFB1_TARGETS_DN	17.2580125712073	FOSTER_TOLERANT_MACROPHAGE_DN	5.21142891806663	WANG_MLL_TARGETS	6.1279133010431	SMID_BREAST_CANCER_LUMINAL_A_UP	2.66019419244537	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	7.43247809506202	LINDGREN_BLADDER_CANCER_CLUSTER_2B	7.25623592446746	ENK_UV_RESPONSE_KERATINOCYTE_UP	12.7596876182272	BURTON_ADIPOGENESIS_3	57.201780956937	WONG_ADULT_TISSUE_STEM_MODULE	4.57747245963746	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	5.9040913213967	BIOCARTA_THELPER_PATHWAY	11.206199343699	PID_NFAT_TFPATHWAY	5.246402227107	LIM_MAMMARY_STEM_CELL_UP	8.14891470125534	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	7.98771831910771
LINDGREN_BLADDER_CANCER_CLUSTER_2B	10.0146989366353	SANSOM_APC_TARGETS_DN	4.98635151373207	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	8.38542362080002	ONDER_CDH1_TARGETS_2_UP	17.2392026865086	UDAYAKUMAR_MED1_TARGETS_DN	5.07165630952187	LINDVALL_IMMORTALIZED_BY_TERT_DN	6.05006700905356	SANSOM_APC_TARGETS	2.65560360473096	LEIN_OLIGODENDROCYTE_MARKERS	7.3825063775449	KEGG_CELL_ADHESION_MOLECULES_CAMS	6.99706839493238	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	12.530062156859	BLUM_RESPONSE_TO_SALIRASIB_DN	56.1671258907516	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	4.52385758238747	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	5.8598444829411	BIOCARTA_CTL_PATHWAY	11.0423148268682	KASLER_HDAC7_TARGETS_1_UP	5.12258356027557	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	8.07930512112416	MARKEY_RB1_ACUTE_LOF_DN	7.86157037448926
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN	9.83866037037713	ZHOU_INFLAMMATORY_RESPONSE_LPS_UP	4.94123321666853	GROSS_HYPOXIA_VIA_ELK3_DN	8.35408534901949	PILON_KLF1_TARGETS_UP	17.0143909957019	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	5.05007881378718	SABATES_COLORECTAL_ADENOMA_DN	6.02421794339339	WP_ATM_SIGNALING_PATHWAY	2.6364199403111	WEST_ADRENOCORTICAL_TUMOR_DN	7.32125415137003	PEDRIOLI_MIR31_TARGETS_DN	6.95961667347807	NABA_MATRISOME_ASSOCIATED	12.5057842257371	WHITEFORD_PEDIATRIC_CANCER_MARKERS	55.2447382628826	ACEVEDO_LIVER_CANCER_DN	4.52331360850588	MILI_PSEUDOPODIA_HAPTOTAXIS_DN	5.69993815697651	LEE_DIFFERENTIATING_T_LYMPHOCYTE	10.8345819939606	WALLACE_PROSTATE_CANCER_RACE_UP	5.0583844486331	LIU_PROSTATE_CANCER_DN	8.03168603298425	UROSEVIC_RESPONSE_TO_IMIQUIMOD	7.74950160132618
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	9.76808590145418	BROWNE_HCMV_INFECTION_4HR_UP	4.86334845573875	KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	8.30231122143992	NABA_MATRISOME	16.8169104285899	PLASARI_TGFB1_TARGETS_10HR_UP	4.99481649909428	NABA_ECM_GLYCOPROTEINS	6.00576345587051	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	2.63543855185876	COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	6.85977741216195	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	6.8246287985078	SERVITJA_ISLET_HNF1A_TARGETS_UP	11.9963866179669	LEE_EARLY_T_LYMPHOCYTE_UP	54.3862257391049	MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	4.43834500010814	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	5.69478364118359	PID_CD8_TCR_DOWNSTREAM_PATHWAY	10.6132228782168	BOSCO_TH1_CYTOTOXIC_MODULE	5.02229675920806	ZHU_CMV_ALL_DN	7.95968168189557	NUYTTEN_NIPP1_TARGETS_UP	7.72466786644448
WONG_ADULT_TISSUE_STEM_MODULE	9.69367020866413	SMID_BREAST_CANCER_LUMINAL_B_DN	4.78092358492258	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	8.24536830207775	REACTOME_COLLAGEN_FORMATION	16.3168254338566	MANALO_HYPOXIA_UP	4.81257390385364	WONG_ENDMETRIUM_CANCER_DN	5.8703855696243	REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	2.62797845640212	SENESE_HDAC2_TARGETS_DN	6.69701789844465	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	6.62437671230309	LI_INDUCED_T_TO_NATURAL_KILLER_UP	11.6741532484119	ZHENG_GLIOBLASTOMA_PLASTICITY_UP	53.8436126975205	WU_CELL_MIGRATION	4.21558611643827	PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	5.68550186683486	MATSUDA_NATURAL_KILLER_DIFFERENTIATION	10.2083463724064	PID_CD8_TCR_PATHWAY	4.9819958337856	BRUINS_UVC_RESPONSE_LATE	7.93079696245141	YAN_ESCAPE_FROM_ANOIKIS	7.45391416525761
