0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value
		MITSIADES_RESPONSE_TO_APLIDIN_DN	1.4766129784207			WHITFIELD_CELL_CYCLE_LITERATURE	2.41495649915612	BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP	1.49114408246053	NAGASHIMA_NRG1_SIGNALING_UP	2.84859036319839	TSENG_IRS1_TARGETS_DN	2.2438756504371	BAELDE_DIABETIC_NEPHROPATHY_DN	2.29531441013063	BIOCARTA_CTBP1_PATHWAY	1.65978514103724	KIM_MYC_AMPLIFICATION_TARGETS_UP	1.79293294441697	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	2.32064953523254	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	2.14069798832462	CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	7.84695066047241
		REACTOME_OPIOID_SIGNALLING	1.4766129784207			PID_E2F_PATHWAY	2.41495649915612	WP_GLUTATHIONE_METABOLISM	1.49114408246053	GRESHOCK_CANCER_COPY_NUMBER_UP	2.78057280029011	ZAMORA_NOS2_TARGETS_UP	2.20683102562016	DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2.29310493604959	WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	1.65978514103724	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	1.73423572793095	WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS	2.32064953523254	PEREZ_TP53_AND_TP63_TARGETS	2.13478637221223	REACTOME_INFECTIOUS_DISEASE	7.27177162126248
		REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	1.45193305073428			REACTOME_S_PHASE	2.41495649915612	WP_SARSCOV2_AND_COVID19_PATHWAY	1.49114408246053	REACTOME_COLLAGEN_FORMATION	2.7546590703145	RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN	2.20683102562016	GAVIN_FOXP3_TARGETS_CLUSTER_P4	2.26159549805672	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	1.65978514103724	LIU_VMYB_TARGETS_UP	1.72874149719562	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2.32064953523254	DER_IFN_BETA_RESPONSE_DN	2.07902991256953	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	7.14982045512424
		GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN	1.42560273472728			REACTOME_CELL_CYCLE_CHECKPOINTS	2.41495649915612	KEGG_GLUTATHIONE_METABOLISM	1.49114408246053	ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	2.70248856562226	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	2.19931104726039	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	2.23665012648335	RODRIGUES_THYROID_CARCINOMA_DN	1.63155630302737	WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	1.72874149719562	REACTOME_GLUCOSE_METABOLISM	2.32064953523254	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	2.07902991256953	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	6.95120285837124
		WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	1.41097267210068			BENPORATH_PROLIFERATION	2.22131201458707	REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	1.49114408246053	ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	2.69922009397514	REACTOME_MUSCLE_CONTRACTION	2.19868823719154	VECCHI_GASTRIC_CANCER_EARLY_UP	2.2329906797747	OSMAN_BLADDER_CANCER_UP	1.63155630302737	DAZARD_RESPONSE_TO_UV_SCC_DN	1.72874149719562	FEVR_CTNNB1_TARGETS_UP	2.2892340232121	WEST_ADRENOCORTICAL_TUMOR_DN	2.03270829949449	PECE_MAMMARY_STEM_CELL_UP	6.74684564286189
		HELLER_HDAC_TARGETS_UP	1.38731182702747			WHITEFORD_PEDIATRIC_CANCER_MARKERS	2.22131201458707	REACTOME_RHOF_GTPASE_CYCLE	1.49114408246053	BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	2.68872253082957	NABA_ECM_GLYCOPROTEINS	2.12223150125803	REACTOME_RHO_GTPASE_CYCLE	2.2329906797747	STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	1.61071699295578	REACTOME_CDC42_GTPASE_CYCLE	1.72874149719562	LEE_LIVER_CANCER_MYC_TGFA_DN	2.2522173146789	GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	2.02784879375288	KEGG_OXIDATIVE_PHOSPHORYLATION	6.74684564286189
		WP_GPCRS_OTHER	1.35458114072053			PUJANA_CHEK2_PCC_NETWORK	2.18180176005478	KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	1.43710486970945	WP_IL18_SIGNALING_PATHWAY	2.68760093607956	REACTOME_SMOOTH_MUSCLE_CONTRACTION	2.09283005947505	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	2.2224142258062	MOOTHA_MITOCHONDRIA	1.55225691906395	RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	1.70150353836979	VANLOO_SP3_TARGETS_DN	2.13412920427492	MATTIOLI_MGUS_VS_PCL	2.02784879375288	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	6.57611771179874
		KEGG_GNRH_SIGNALING_PATHWAY	1.35458114072053			KONG_E2F3_TARGETS	2.05575128589726	WP_PPAR_SIGNALING_PATHWAY	1.32365314343641	LU_AGING_BRAIN_UP	2.68760093607956	OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN	2.06614145262815	DELYS_THYROID_CANCER_UP	2.21932015153304	DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	1.48702361373643	SASSON_FSH_RESPONSE	1.70150353836979	REACTOME_TRIGLYCERIDE_METABOLISM	2.13412920427492	STEIN_ESR1_TARGETS	2.02784879375288	KEGG_PARKINSONS_DISEASE	6.57611771179874
		WP_OXIDATIVE_PHOSPHORYLATION	1.32795792751346			RHODES_UNDIFFERENTIATED_CANCER	2.05575128589726	LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	1.32365314343641	DAZARD_RESPONSE_TO_UV_NHEK_UP	2.68760093607956	ALFANO_MYC_TARGETS	2.06286676910486	QI_PLASMACYTOMA_DN	2.13445101368893	BENPORATH_EED_TARGETS	1.47395919496327	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	1.69478614482476	WATANABE_COLON_CANCER_MSI_VS_MSS_DN	2.02960503621108	SHEPARD_CRASH_AND_BURN_MUTANT_UP	2.01198345071166	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	6.57562501421019
		WP_EPO_RECEPTOR_SIGNALING	1.32795792751346			ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	2.05575128589726	KEGG_PPAR_SIGNALING_PATHWAY	1.32365314343641	RODRIGUES_NTN1_TARGETS_DN	2.58567638088528	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	2.06286676910486	REACTOME_CELL_CELL_COMMUNICATION	2.12568029862565	LEE_INTRATHYMIC_T_PROGENITOR	1.45618329639711	BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	1.67875626123443	DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2.00124974421399	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	1.87733764233803	KEGG_HUNTINGTONS_DISEASE	6.41667166891438
		REACTOME_DAG_AND_IP3_SIGNALING	1.32795792751346			REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	2.05575128589726	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	1.32365314343641	WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	2.58567638088528	SASSON_RESPONSE_TO_GONADOTROPHINS_DN	2.03694748885172	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	2.11922183712659	FERRANDO_HOX11_NEIGHBORS	1.45618329639711	CHICAS_RB1_TARGETS_CONFLUENT	1.67663393905767	GRUETZMANN_PANCREATIC_CANCER_DN	2.00124974421399	MA_MYELOID_DIFFERENTIATION_DN	1.86812345541668	REACTOME_DEVELOPMENTAL_BIOLOGY	5.54424735631037
		REACTOME_HCMV_INFECTION	1.32795792751346			REACTOME_DNA_REPLICATION	2.05575128589726	REACTOME_VISUAL_PHOTOTRANSDUCTION	1.32365314343641	HAHTOLA_SEZARY_SYNDROM_DN	2.57445737760663	WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	1.98718219098351	PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	2.09511774918902	KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	1.45449313875169	CAIRO_LIVER_DEVELOPMENT_UP	1.63137286600729	GUILLAUMOND_KLF10_TARGETS_UP	1.83819685825311	WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	1.86812345541668	KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP	5.37986102441036
		WP_CHEMOKINE_SIGNALING_PATHWAY	1.32481684864429			REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	2.05575128589726	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	1.32365314343641	LUI_THYROID_CANCER_CLUSTER_1	2.57445737760663	WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	1.98718219098351	GOZGIT_ESR1_TARGETS_DN	2.0206970355008	AMIT_SERUM_RESPONSE_240_MCF10A	1.44745771053297	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	1.62545839736871	LEE_LIVER_CANCER_E2F1_DN	1.83819685825311	ZHAN_MULTIPLE_MYELOMA_MF_DN	1.86812345541668	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	5.36904764564376
