0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value	13	13_value	14	14_value
YAMASHITA_LIVER_CANCER_STEM_CELL_DN	1.30521543325571	WP_MONOAMINE_TRANSPORT	2.10379922864127	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	3.41869693436544	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	1.50586061420296	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	2.43312440133621	SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	2.45461636267416	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.83530443829686	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	1.5929925920784	GILDEA_METASTASIS	2.44601771039118	AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN	2.7507020964993	LANDIS_BREAST_CANCER_PROGRESSION_UP	2.00386566190792	DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	2.32356174820724	WP_ONCOSTATIN_M_SIGNALING_PATHWAY	4.40808271212185	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	24.0793880911337	REACTOME_SYNTHESIS_OF_PA	1.62744511665576
		REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	1.90760614653272	MEBARKI_HCC_PROGENITOR_WNT_UP	3.27125579979325	SMID_BREAST_CANCER_ERBB2_UP	1.49238585039972	AMIT_EGF_RESPONSE_480_HELA	2.338938852212	NADLER_OBESITY_UP	2.39570388252312	REACTOME_VISUAL_PHOTOTRANSDUCTION	1.76185441967921	MIKKELSEN_MCV6_LCP_WITH_H3K27ME3	1.56648417722964	NABA_COLLAGENS	2.44601771039118	LEE_NEURAL_CREST_STEM_CELL_UP	2.67858705370606	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	2.00386566190792	CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	2.30806671768807	WONG_ADULT_TISSUE_STEM_MODULE	4.30937614521353	WHITEFORD_PEDIATRIC_CANCER_MARKERS	23.6449634238329	REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	1.62744511665576
		REACTOME_POTASSIUM_CHANNELS	1.84111979960764	MARTINEZ_RB1_TARGETS_UP	3.1435461105261	MUNSHI_MULTIPLE_MYELOMA_UP	1.46252531929905	ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	2.24186396594788	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	2.39480562401938	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	1.76185441967921	FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	1.56648417722964	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	2.44601771039118	WP_PARKINSONS_DISEASE_PATHWAY	2.60934025205631	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	2.00386566190792	DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	2.18741024653981	BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	4.30200501329473	CAIRO_HEPATOBLASTOMA_CLASSES_UP	23.2503404672607	REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	1.62744511665576
		REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	1.70566433187969	PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	3.10381009230915	CHANGOLKAR_H2AFY_TARGETS_DN	1.35996647728665	LU_AGING_BRAIN_UP	2.21520374781396	KRIEG_HYPOXIA_NOT_VIA_KDM3A	2.28278488892137	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	1.71984443028501	FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	1.56648417722964	WANG_HCP_PROSTATE_CANCER	2.42055515180564	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	2.60934025205631	FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN	1.89251574339791	MARTINEZ_RB1_TARGETS_UP	2.11789521529662	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	4.21881208837481	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	22.7212611521402	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	1.62744511665576
		CHESLER_BRAIN_D6MIT150_QTL_TRANS	1.6693503462279	MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	3.05971803991207	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.35996647728665	SHEPARD_CRASH_AND_BURN_MUTANT_DN	2.21520374781396	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	2.25762852260514	XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP	1.6818583684484	TANG_SENESCENCE_TP53_TARGETS_UP	1.56648417722964	WILCOX_RESPONSE_TO_PROGESTERONE_DN	2.42055515180564	REACTOME_L1CAM_INTERACTIONS	2.49902368351654	FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	1.89251574339791	HUMMERICH_BENIGN_SKIN_TUMOR_DN	2.05641100104428	CROONQUIST_STROMAL_STIMULATION_UP	4.19105285250991	BURTON_ADIPOGENESIS_3	21.7506855153737	REACTOME_RUNX3_REGULATES_P14_ARF	1.62744511665576
		MADAN_DPPA4_TARGETS	1.6693503462279	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	3.05421088026303	WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	1.35996647728665	LIM_MAMMARY_STEM_CELL_UP	2.19740051429957	HSIAO_HOUSEKEEPING_GENES	2.25762852260514	AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	1.6818583684484	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1.56648417722964	KEGG_ECM_RECEPTOR_INTERACTION	2.42055515180564	VERHAAK_GLIOBLASTOMA_PRONEURAL	2.42938459845218	LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	1.7921342300506	CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	2.05641100104428	WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	4.04974275985792	CROONQUIST_IL6_DEPRIVATION_DN	21.1017117716137	REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	1.62744511665576
		MEISSNER_BRAIN_HCP_WITH_H3K27ME3	1.59715371811701	CHICAS_RB1_TARGETS_CONFLUENT	3.05421088026303	KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.35996647728665	MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	2.1681025053812	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS	2.23692748757623	CUI_TCF21_TARGETS_2_DN	1.66498124244966	REACTOME_ABC_TRANSPORTER_DISORDERS	1.56648417722964	WP_FOCAL_ADHESION	2.41025266734131	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	2.38863270772395	KEGG_CELL_ADHESION_MOLECULES_CAMS	1.7535331044423	REACTOME_ION_HOMEOSTASIS	2.05641100104428	KEGG_PARKINSONS_DISEASE	4.04974275985792	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	20.8484685034636	STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	1.60781630839166
		WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	1.57290872217719	ONDER_CDH1_TARGETS_2_UP	3.02551953825456	FALVELLA_SMOKERS_WITH_LUNG_CANCER	1.35968335003509	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	2.10631391617564	BENPORATH_MYC_MAX_TARGETS	2.20246408261285	SENESE_HDAC1_TARGETS_UP	1.66412087378592	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	1.56648417722964	WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	2.39290733816202	GUO_TARGETS_OF_IRS1_AND_IRS2	2.2866570629131	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	1.70093346957273	WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS	2.01997413017819	PID_ATF2_PATHWAY	4.04974275985792	HORIUCHI_WTAP_TARGETS_DN	20.660233339608	CHOW_RASSF1_TARGETS_DN	1.45382578571896
		MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.56498328191737	WONG_ADULT_TISSUE_STEM_MODULE	3.00861109337686	HOSHIDA_LIVER_CANCER_SURVIVAL_DN	1.35968335003509	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	2.06050966405155	DANG_BOUND_BY_MYC	2.18145822379743	BROWNE_HCMV_INFECTION_14HR_UP	1.66076980441217	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	1.52841385788785	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	2.37246418693346	SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	2.25679406107851	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1.70093346957273	BIOCARTA_INTEGRIN_PATHWAY	2.01997413017819	PID_IL6_7_PATHWAY	4.04974275985792	DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	20.660233339608	MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	1.45382578571896
		MIKKELSEN_NPC_HCP_WITH_H3K27ME3	1.54910510395863	WESTON_VEGFA_TARGETS_6HR	2.95881068020744	WIKMAN_ASBESTOS_LUNG_CANCER_DN	1.34192970455713	AMIT_SERUM_RESPONSE_60_MCF10A	2.05832616515845	YAMAZAKI_TCEB3_TARGETS_DN	2.12904157575823	HECKER_IFNB1_TARGETS	1.66076980441217	TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	1.52428881191804	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	2.33053270138822	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	2.25679406107851	WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	1.69203658844289	BIOCARTA_UCALPAIN_PATHWAY	2.01997413017819	NAGASHIMA_EGF_SIGNALING_UP	3.9869160780443	PUJANA_CHEK2_PCC_NETWORK	20.5502268026895	WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	1.45382578571896
		MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	1.47253111964019	NABA_SECRETED_FACTORS	2.94933374228017	HEIDENBLAD_AMPLICON_8Q24_UP	1.34192970455713	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	2.05832616515845	VANTVEER_BREAST_CANCER_ESR1_DN	2.10554483230731	WILLIAMS_ESR2_TARGETS_DN	1.57284545315213	ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	1.50406449127545	KEGG_TGF_BETA_SIGNALING_PATHWAY	2.32690122042925	REACTOME_REGULATION_OF_INSULIN_SECRETION	2.25679406107851	NUYTTEN_NIPP1_TARGETS_DN	1.63933057996442	MARTINEZ_RB1_AND_TP53_TARGETS_UP	1.8770549382865	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	3.94913539198879	MORI_IMMATURE_B_LYMPHOCYTE_DN	20.3681422332269	WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY	1.45382578571896
		IKEDA_MIR30_TARGETS_DN	1.46327457940556	ZHU_CMV_24_HR_DN	2.91138202691116	FUNG_IL2_SIGNALING_1	1.34192970455713	MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	2.05252189784702	IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	2.10554483230731	KIM_HYPOXIA	1.57284545315213	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	1.50406449127545	REACTOME_COLLAGEN_FORMATION	2.32690122042925	SERVITJA_ISLET_HNF1A_TARGETS_UP	2.1531166703925	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	1.61753052758006	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	1.84348670048595	KEGG_OXIDATIVE_PHOSPHORYLATION	3.89706173138982	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	20.1398963986544	WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	1.45382578571896
		WP_GABA_RECEPTOR_SIGNALING	1.46327457940556	MARTINEZ_TP53_TARGETS_UP	2.8195562521033	YANG_BREAST_CANCER_ESR1_LASER_UP	1.34192970455713	TOOKER_GEMCITABINE_RESISTANCE_UP	2.02098436311623	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	2.08494404172824	REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	1.57284545315213	SABATES_COLORECTAL_ADENOMA_DN	1.49452207242567	PID_SYNDECAN_1_PATHWAY	2.31766190280264	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	2.12360739274626	AIGNER_ZEB1_TARGETS	1.60962254706808	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	1.80988059043731	KEGG_HUNTINGTONS_DISEASE	3.89706173138982	REACTOME_CELL_CYCLE_MITOTIC	20.1398963986544	KEGG_ONE_CARBON_POOL_BY_FOLATE	1.45382578571896
		ZHOU_PANCREATIC_ENDOCRINE_PROGENITOR	1.46327457940556	INGRAM_SHH_TARGETS_DN	2.7972468021168	BERGER_MBD2_TARGETS	1.34192970455713	LEIN_OLIGODENDROCYTE_MARKERS	1.95244143206309	REACTOME_SLC_TRANSPORTER_DISORDERS	2.08133870361617	REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	1.57284545315213	MIKKELSEN_NPC_ICP_WITH_H3K4ME3	1.48949496850466	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.2387453212145	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	2.11568449372574	STEIN_ESRRA_TARGETS_DN	1.60962254706808	REACTOME_STIMULI_SENSING_CHANNELS	1.75169360590361	HORIUCHI_WTAP_TARGETS_UP	3.8163351261146	REACTOME_CELL_CYCLE	19.9189158158239	REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	1.45382578571896
		ZHOU_PANCREATIC_BETA_CELL	1.46327457940556	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	2.79418828177656	BIOCARTA_MSP_PATHWAY	1.34192970455713	XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR	1.93071370116291	ONKEN_UVEAL_MELANOMA_DN	2.06568573001351	BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	1.56966869910002	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	1.41678781494774	WP_PI3KAKT_SIGNALING_PATHWAY	2.21201275128227	POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	2.10385574893888	PROVENZANI_METASTASIS_DN	1.57824054784163	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	1.740421690686	ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	3.75795136857737	GOLDRATH_ANTIGEN_RESPONSE	19.7967446190094	REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	1.45382578571896
