0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value
GOBP_DEVELOPMENTAL_MATURATION	1.47331415484339	GOBP_SYNAPSE_ORGANIZATION	2.17765144943561	GOBP_LUNG_MORPHOGENESIS	1.44332968751944	GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1.51182562670905	GOBP_STEROL_HOMEOSTASIS	2.0074177531495	GOBP_RESPONSE_TO_GROWTH_FACTOR	3.39817290626905	GOBP_CELL_MATRIX_ADHESION	2.41756249622696	GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	1.97769445965656	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	2.50446880722258	GOBP_REGULATION_OF_AXONOGENESIS	1.98087508260042	GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	3.05472142777288	GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.9259745122501	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	6.78275993165667
GOBP_RESPONSE_TO_ZINC_ION	1.4568533911376	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	2.07913485162542	GOBP_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	1.44332968751944	GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.45160112289246	GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	1.99435521538081	GOBP_PLACENTA_DEVELOPMENT	3.37571949401098	GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	2.28003287488364	GOBP_GLAND_DEVELOPMENT	1.89681064685161	GOBP_REGULATION_OF_SYSTEM_PROCESS	2.4807736812556	GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	1.98087508260042	GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	2.88132848599292	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	1.92121612846775	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	6.72026324681184
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	1.4568533911376	GOBP_BEHAVIOR	1.93314744356101	GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	1.40231242458043	GOBP_HEART_VALVE_FORMATION	1.45160112289246	GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	1.97823414856377	GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	3.34188661886539	GOBP_HORMONE_BIOSYNTHETIC_PROCESS	2.24421858944262	GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	1.86592991928555	GOBP_VASODILATION	2.44844414271858	GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1.96587804813882	GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	2.87614748785914	GOBP_LEUKOCYTE_CELL_CELL_ADHESION	1.91007132425874	GOBP_RNA_CATABOLIC_PROCESS	6.5484550750955
GOBP_EXOCYTIC_PROCESS	1.4568533911376	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1.92945598989278	GOBP_O_GLYCAN_PROCESSING	1.40231242458043	GOBP_DNA_DEPENDENT_DNA_REPLICATION	1.45160112289246	GOBP_FATTY_ACID_HOMEOSTASIS	1.89703416264811	GOBP_TUBE_MORPHOGENESIS	3.29587542568704	GOBP_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	2.2438756504371	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	1.78396665391625	GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	2.36702904493266	GOBP_METAL_ION_TRANSPORT	1.95969154009786	GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	2.7471656177515	GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	1.86812345541668	GOBP_AMIDE_BIOSYNTHETIC_PROCESS	6.42391268997065
GOBP_NERVOUS_SYSTEM_PROCESS	1.44568270510904	GOBP_CELL_PROJECTION_ORGANIZATION	1.85827133457954	GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	1.40231242458043	GOBP_DNA_LIGATION	1.45160112289246	GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	1.89703416264811	GOBP_REGULATION_OF_CELL_DIFFERENTIATION	3.18621160931624	GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	2.20683102562016	GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	1.7127186846482	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	2.14445577297371	GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	1.95371844170376	GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	2.6783633110768	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1.83855913914332	GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	6.40952797731511
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1.41117974788746	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	1.84814688133688	GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	1.40231242458043	GOBP_DNA_REPLICATION_INITIATION	1.45160112289246	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	1.7430421040903	GOBP_PIGMENT_CELL_DIFFERENTIATION	3.18466519751175	GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	2.15076708768655	GOBP_ADHERENS_JUNCTION_ORGANIZATION	1.68929905236833	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	2.10900984650463	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	1.93950135628876	GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	2.6783633110768	GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	1.79092250842791	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	6.23062429789097
GOBP_CIRCADIAN_RHYTHM	1.40687472566134	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	1.84467584060784	GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	1.40231242458043	GOBP_RRNA_METABOLIC_PROCESS	1.45160112289246	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.71807909254734	GOBP_LOCOMOTION	3.11809409875118	GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	2.15076708768655	GOBP_LYMPHOCYTE_ACTIVATION	1.66761334701085	GOBP_CELL_CELL_ADHESION	2.06793235967313	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1.92985574400973	GOBP_TRIGLYCERIDE_METABOLIC_PROCESS	2.54634611176217	GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	1.728242546616	GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	6.04445026930865
GOBP_NOREPINEPHRINE_TRANSPORT	1.37123038143796	GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1.84121190681987	GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	1.40231242458043	GOBP_CELL_CYCLE_PROCESS	1.42559423187924	GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	1.71807909254734	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	3.06889062932578	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	2.13117606073367	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	1.65309066025394	GOBP_BEHAVIOR	2.05736725049285	GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH	1.91166396005797	GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	2.5208944195491	GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	1.70294223319085	GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	5.86752556742328
GOBP_LAMELLIPODIUM_ASSEMBLY	1.37123038143796	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1.80412997715737	GOBP_TRACHEA_MORPHOGENESIS	1.40231242458043	GOBP_DNA_RECOMBINATION	1.38313312247092	GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	1.71807909254734	GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	3.06889062932578	GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT	2.06614145262815	GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	1.64263557317041	GOBP_SYNAPTIC_SIGNALING	1.99891953485346	GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.91166396005797	GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS	2.5208944195491	GOBP_NOREPINEPHRINE_METABOLIC_PROCESS	1.70294223319085	GOBP_PEPTIDE_METABOLIC_PROCESS	5.83778437519382
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	1.37123038143796	GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	1.79108264896269	GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	1.40231242458043	GOBP_MEIOTIC_CELL_CYCLE_PROCESS	1.38313312247092	GOBP_ORGANIC_ANION_TRANSPORT	1.70215979699863	GOBP_EMBRYO_DEVELOPMENT	3.01370096370924	GOBP_ACTIN_FILAMENT_BASED_PROCESS	2.01546250282754	GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	1.64263557317041	GOBP_NEURON_DEVELOPMENT	1.9821007130662	GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	1.86537479214379	GOBP_PROTEOLYSIS	2.45554898010836	GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	1.70294223319085	GOBP_ATP_METABOLIC_PROCESS	5.63413832057458
		GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	1.75626733806261	GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	1.36738517812875	GOBP_ADAPTIVE_IMMUNE_RESPONSE	1.32914884360891	GOBP_CARBOXYLIC_ACID_TRANSPORT	1.68041107766498	GOBP_CYTOKINE_PRODUCTION	2.99340206238456	GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	1.99264819309548	GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	1.64263557317041	GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	1.96073720416433	GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	1.85229294143773	GOBP_DIGESTION	2.39697145376716	GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION	1.70294223319085	GOBP_MRNA_METABOLIC_PROCESS	5.52970628874577
		GOBP_CHROMOSOME_ORGANIZATION	1.75490876737952	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	1.34263740629446			GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	1.67812436848094	GOBP_DEVELOPMENTAL_PIGMENTATION	2.97701489271912	GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	1.98864685400287	GOBP_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	1.64263557317041	GOBP_SYNAPSE_ASSEMBLY	1.95479449275451	GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	1.85215192407016	GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	2.37978509609515	GOBP_ANION_HOMEOSTASIS	1.70294223319085	GOBP_OXIDATIVE_PHOSPHORYLATION	5.52639008050428
		GOBP_CHROMATIN_ORGANIZATION	1.7529615321223	GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1.31629015362382			GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	1.61731804721757	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	2.89253277437845	GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.98718219098351	GOBP_B_CELL_ACTIVATION	1.64248663662947	GOBP_CELL_JUNCTION_ORGANIZATION	1.95211151324561	GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	1.80502991658511	GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	2.37978509609515	GOBP_RENAL_ABSORPTION	1.70294223319085	GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	5.23808982674465
		GOBP_MEMORY	1.7453792168108					GOBP_DETOXIFICATION	1.61731804721757	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	2.89253277437845	GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	1.98718219098351	GOBP_SKIN_EPIDERMIS_DEVELOPMENT	1.60194259485348	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1.91799765845289	GOBP_REGULATION_OF_CELL_SHAPE	1.79293294441697	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	2.37978509609515	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	1.70294223319085	GOBP_CYTOPLASMIC_TRANSLATION	5.06006771131931
		GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	1.70357889683933					GOBP_LIPID_METABOLIC_PROCESS	1.54121921216296	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	2.79762853771983	GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS	1.98718219098351	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	1.60194259485348	GOBP_NEURON_PROJECTION_ORGANIZATION	1.91799765845289	GOBP_CELL_MORPHOGENESIS	1.78893973331443	GOBP_METHIONINE_METABOLIC_PROCESS	2.32064953523254	GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	1.67023496977189	GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS	4.97864026578368
		GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	1.66357853940451					GOBP_RESPONSE_TO_FATTY_ACID	1.51876465873942	GOBP_HEART_DEVELOPMENT	2.79126585300061	GOBP_KETONE_BIOSYNTHETIC_PROCESS	1.98718219098351	GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	1.54342036129358	GOBP_NEURON_DIFFERENTIATION	1.8810534439355	GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1.77080883438994	GOBP_LIPID_CATABOLIC_PROCESS	2.24569132037885	GOBP_POLYOL_METABOLIC_PROCESS	1.67023496977189	GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	4.97577811878303
		GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1.64693011690304					GOBP_LIPID_LOCALIZATION	1.49951950197915	GOBP_REGULATION_OF_IMMUNE_RESPONSE	2.76935122269856	GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	1.98718219098351	GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	1.54301657804827	GOBP_POSTSYNAPSE_ORGANIZATION	1.82316324792381	GOBP_CALCIUM_ION_TRANSPORT	1.74313280281593	GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	2.16146343862257	GOBP_RESPONSE_TO_OXYGEN_LEVELS	1.65835080903186	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	4.78718913807667
