0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	3.19030418615784	PUJANA_ATM_PCC_NETWORK	29.3734482975635	WP_SOMATIC_SEX_DETERMINATION	1.06766693157337	CROONQUIST_IL6_DEPRIVATION_DN	20.3414745566138	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	73.4960721703117	BIOCARTA_CELL2CELL_PATHWAY	2.30705728651347	PLASARI_TGFB1_TARGETS_10HR_UP	9.01449193093974	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	7.5348909260952	BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	8.16792490305999	KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.962621369065088	CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	1.74061751506179
SANSOM_APC_TARGETS_REQUIRE_MYC	3.04946625703071	BLALOCK_ALZHEIMERS_DISEASE_DN	28.7894876845803	PLASARI_NFIC_TARGETS_BASAL_UP	1.01615454299728	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	20.1421082064582	REACTOME_CELLULAR_RESPONSE_TO_STARVATION	72.2656777515733	REACTOME_NCAM1_INTERACTIONS	2.29662752773679	DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	8.60949337507466	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	7.38670461430052	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	7.62199094439028	WP_ACE_INHIBITOR_PATHWAY	0.962621369065088	REACTOME_TRIGLYCERIDE_METABOLISM	1.74061751506179
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	2.85361847933181	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	28.6729405419707	MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	1.00152973025192	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	19.3056129101106	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	72.2540330499959	BENPORATH_EED_TARGETS	2.28545238022328	WP_VEGFAVEGFR2_SIGNALING_PATHWAY	8.51936146363543	SERVITJA_ISLET_HNF1A_TARGETS_UP	7.28048590254257	REACTOME_DIGESTION	7.52272982053741	TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	0.946868547774862	MIKKELSEN_ES_ICP_WITH_H3K27ME3	1.68868774947751
RICKMAN_METASTASIS_UP	2.70491569680763	MARSON_BOUND_BY_FOXP3_UNSTIMULATED	28.177186449688	REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	0.990652295084302	BURTON_ADIPOGENESIS_3	19.2240124931481	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	72.2245262166689	REACTOME_CARDIAC_CONDUCTION	2.27297656977489	BENPORATH_SUZ12_TARGETS	8.50358488577143	LIU_PROSTATE_CANCER_DN	6.9865803977507	SANSOM_APC_TARGETS_DN	6.42683788686397	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	0.946868547774862	REACTOME_GABA_B_RECEPTOR_ACTIVATION	1.68868774947751
LEE_BMP2_TARGETS_DN	2.63100444328702	GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS	27.7141681240877	WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	0.986039194145209	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	16.9744341390632	REACTOME_INFLUENZA_INFECTION	71.114442464441	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	2.22352639023182	WONG_ADULT_TISSUE_STEM_MODULE	8.31304826389208	NABA_CORE_MATRISOME	6.92534629514525	MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	6.19245442124616	BENPORATH_ES_2	0.914715493067214	CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	1.60868927487445
BRUINS_UVC_RESPONSE_MIDDLE	2.62760328605751	CUI_TCF21_TARGETS_2_DN	27.6671358640895	SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	0.968835935130972	FISCHER_DREAM_TARGETS	16.8310686869846	REACTOME_SELENOAMINO_ACID_METABOLISM	70.5861077420373	WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	2.10961105018164	BENPORATH_ES_WITH_H3K27ME3	8.16994706499391	REACTOME_NEURONAL_SYSTEM	6.91263661069184	MEISSNER_BRAIN_HCP_WITH_H3K27ME3	5.74345755265983	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	0.914049848631203	FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	1.59278568583088
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	2.43145200102176	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	27.5939899585012	MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	0.959001771105919	KANG_DOXORUBICIN_RESISTANCE_UP	16.5349251214822	REACTOME_TRANSLATION	70.3574906417832	HOELZEL_NF1_TARGETS_UP	2.02212055313988	SMID_BREAST_CANCER_NORMAL_LIKE_UP	8.01629201483561	MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	6.85504638709218	SUMI_HNF4A_TARGETS	5.65993277046773	REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	0.914049848631203	MIKKELSEN_IPS_ICP_WITH_H3K27ME3	1.58505195829347
IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR	2.41739256071512	CHEN_METABOLIC_SYNDROM_NETWORK	27.0787399622396	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	0.939471302333959	CROONQUIST_NRAS_SIGNALING_DN	16.0939270451899	KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP	63.8737534763864	REACTOME_MUSCLE_CONTRACTION	1.97128395111817	MASSARWEH_TAMOXIFEN_RESISTANCE_UP	7.9953725062556	SMID_BREAST_CANCER_BASAL_UP	6.74294200339267	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	5.51920074509834	LEE_LIVER_CANCER_ACOX1_DN	0.892020007582856	REACTOME_GABA_RECEPTOR_ACTIVATION	1.54836814564375
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	2.39634877496149	JOHNSTONE_PARVB_TARGETS_3_DN	26.069946467399	REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	0.906487888646206	FISCHER_G2_M_CELL_CYCLE	16.0419431135602	WANG_TUMOR_INVASIVENESS_UP	62.770494704023	TANG_SENESCENCE_TP53_TARGETS_UP	1.94818999659962	MANALO_HYPOXIA_UP	7.92777079816994	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	6.73443363411767	VECCHI_GASTRIC_CANCER_EARLY_DN	5.32974765772918	BIOCARTA_FLUMAZENIL_PATHWAY	0.876274057844103	GERHOLD_ADIPOGENESIS_DN	1.53454060388504
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	2.38019060638822	MARSON_BOUND_BY_FOXP3_STIMULATED	25.9151646300353	REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.906487888646206	WHITEFORD_PEDIATRIC_CANCER_MARKERS	16.0014941315957	REACTOME_METABOLISM_OF_RNA	61.8295586802112	REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	1.85396132318757	WIERENGA_STAT5A_TARGETS_DN	7.72348372579971	BENPORATH_PRC2_TARGETS	6.47940578513295	WANG_BARRETTS_ESOPHAGUS_UP	5.19367918367718	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.868685686376213	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS	1.50817265233486
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	2.37015587222694	BRUINS_UVC_RESPONSE_LATE	25.377853763255	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.851489432216567	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	15.9346071822955	REACTOME_RRNA_PROCESSING	57.0258874716727	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	1.84539183530992	IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	7.44338428244728	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	6.39595127181363	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	4.78358902088626	BIOCARTA_GABA_PATHWAY	0.813554481235023	WESTON_VEGFA_TARGETS_3HR	1.50817265233486
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	2.36949560531067	HAMAI_APOPTOSIS_VIA_TRAIL_UP	25.3217990855203	KIM_MYCL1_AMPLIFICATION_TARGETS_UP	0.828435950798918	GAVIN_FOXP3_TARGETS_CLUSTER_P6	15.7149040530417	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	56.134664635963	REACTOME_SENSORY_PROCESSING_OF_SOUND	1.84539183530992	CHYLA_CBFA2T3_TARGETS_UP	7.04162887449461	SABATES_COLORECTAL_ADENOMA_DN	6.33984012778016	MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	4.56566819055712	REACTOME_BICARBONATE_TRANSPORTERS	0.813554481235023	CHESLER_BRAIN_QTL_CIS	1.46565662304474
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	2.35803554379556	ACEVEDO_LIVER_CANCER_UP	25.1012339522737	MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.828435950798918	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	15.6150880133843	KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	55.0191049328546	WP_THYROXINE_THYROID_HORMONE_PRODUCTION	1.84156159974716	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	6.87907298977233	ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	6.10328714338313	RODRIGUES_NTN1_TARGETS_DN	4.42399946856152	REACTOME_ORGANIC_ANION_TRANSPORTERS	0.813554481235023	LEE_AGING_CEREBELLUM_DN	1.46565662304474
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	2.30712274856003	OSMAN_BLADDER_CANCER_UP	24.628094557263	MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	0.823802704184105	MARSON_BOUND_BY_E2F4_UNSTIMULATED	15.1103387326723	ENK_UV_RESPONSE_KERATINOCYTE_UP	52.1175490539997	WONG_ENDMETRIUM_CANCER_DN	1.82174197478196	SMID_BREAST_CANCER_LUMINAL_B_DN	6.54589598775672	WONG_ADULT_TISSUE_STEM_MODULE	5.97604953923068	HSIAO_LIVER_SPECIFIC_GENES	4.4171435308428	SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	0.786392422953411	HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_DN	1.44867222909122
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	2.28824512967187	MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	24.2483598466069	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	0.823802704184105	ZHAN_MULTIPLE_MYELOMA_PR_UP	14.8907351167819	REACTOME_DEVELOPMENTAL_BIOLOGY	48.8152483294452	REACTOME_POTASSIUM_CHANNELS	1.79042510844468	PLASARI_TGFB1_TARGETS_10HR_DN	6.48203821775268	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	5.90414083809758	LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN	4.34084026006603	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.786392422953411	REACTOME_SIGNALING_BY_MET	1.43234754592301
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	2.2833053081449	ONKEN_UVEAL_MELANOMA_UP	23.4639927895739	REACTOME_PI_3K_CASCADE_FGFR2	0.802233030715768	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	13.9994181376267	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	45.4667582646766	MAHADEVAN_IMATINIB_RESISTANCE_DN	1.77791704620693	DELYS_THYROID_CANCER_DN	6.45060318220996	REACTOME_COLLAGEN_FORMATION	5.66113676046081	MIKKELSEN_NPC_HCP_WITH_H3K27ME3	3.89558125089849	PID_HNF3B_PATHWAY	0.775752264379164	PID_BETA_CATENIN_NUC_PATHWAY	1.42704403295186
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	2.26902921860058	DANG_BOUND_BY_MYC	23.3773186726026	TRAYNOR_RETT_SYNDROM_DN	0.7577160155579	FUJII_YBX1_TARGETS_DN	13.6409742799732	PECE_MAMMARY_STEM_CELL_UP	43.2604258593972	MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.76319449870435	GOZGIT_ESR1_TARGETS_DN	6.06666663765121	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	5.61909196639064	LIM_MAMMARY_STEM_CELL_DN	3.8744875728972	WP_GABA_RECEPTOR_SIGNALING	0.771192663172944	HINATA_NFKB_TARGETS_FIBROBLAST_UP	1.42180671471188
WAKASUGI_HAVE_ZNF143_BINDING_SITES	2.24235481877038	ENK_UV_RESPONSE_KERATINOCYTE_DN	22.5733995760228	REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	0.741263489248055	SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	13.5682922838705	MARTENS_TRETINOIN_RESPONSE_DN	41.6276435546939	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	1.75308283252198	PEDRIOLI_MIR31_TARGETS_DN	6.01988543444309	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	5.55153137215665	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	3.84359649314332	GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	0.757370899758792	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	1.39655883600283
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	2.21728276928401	REACTOME_METABOLISM_OF_RNA	21.8985238259628	LE_SKI_TARGETS_DN	0.73692896356205	GOLDRATH_ANTIGEN_RESPONSE	13.2914430075654	PUJANA_BRCA1_PCC_NETWORK	40.6552515140015	MEISSNER_NPC_HCP_WITH_H3K4ME2	1.6719867349569	VERHAAK_AML_WITH_NPM1_MUTATED_DN	5.98942324772846	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN	5.49464209683023	REACTOME_INTESTINAL_ABSORPTION	3.62279712514824	NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	0.757370899758792	WESTON_VEGFA_TARGETS	1.35463016395375
PID_FANCONI_PATHWAY	2.16256711172074	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	21.539216343996	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	0.72043458517861	WINNEPENNINCKX_MELANOMA_METASTASIS_UP	12.5601279065529	LOPEZ_MBD_TARGETS	39.9390878661892	WP_FTO_OBESITY_VARIANT_MECHANISM	1.64917015398158	DURAND_STROMA_S_UP	5.88609988680269	BOQUEST_STEM_CELL_UP	5.43267126011151	LEIN_NEURON_MARKERS	3.5733202012614	MIKKELSEN_PLURIPOTENT_STATE_UP	0.757370899758792	REACTOME_POTASSIUM_CHANNELS	1.3205996383504
REACTOME_DNA_REPAIR	2.10881617434296	STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	21.4243533945378	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.702319941393229	ISHIDA_E2F_TARGETS	12.4855756180592	LI_AMPLIFIED_IN_LUNG_CANCER	38.5312807260893	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1.64917015398158	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP	5.80126191671165	RIGGI_EWING_SARCOMA_PROGENITOR_UP	5.42082265052474	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	3.46308335561293	WP_PTF1A_RELATED_REGULATORY_PATHWAY	0.757370899758792	SERVITJA_ISLET_HNF1A_TARGETS_DN	1.30852348221087
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	1.92396526755246	PUJANA_CHEK2_PCC_NETWORK	21.231304052444	REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.693472673409968	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	12.3511074431183	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	35.5975299047856	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	1.63972230051991	MULLIGHAN_MLL_SIGNATURE_1_DN	5.73541309356843	NABA_COLLAGENS	5.39755891406005	BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	3.46240819845281	WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	0.757370899758792	LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	1.25640143637834
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	1.91469058898044	BENPORATH_MYC_MAX_TARGETS	21.1109526446641	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	0.681735574847816	VECCHI_GASTRIC_CANCER_EARLY_UP	12.2236572616379	TIEN_INTESTINE_PROBIOTICS_24HR_DN	35.0920048869509	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	1.59409661070383	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	5.65324550184801	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	5.39755891406005	REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	3.44788991732249	REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.680530253880158	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	1.2519327486556
