0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value
HALLMARK_APICAL_SURFACE	0.179633172132441	HALLMARK_INTERFERON_ALPHA_RESPONSE	6.42059991765533	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.00298356220043059	HALLMARK_KRAS_SIGNALING_DN	0.107850422030825	HALLMARK_PI3K_AKT_MTOR_SIGNALING	6.60628382262065	HALLMARK_HYPOXIA	0.145503316517129	HALLMARK_XENOBIOTIC_METABOLISM	0.776812337870479	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.823555681754211	HALLMARK_MYOGENESIS	0.205034348480338	HALLMARK_INFLAMMATORY_RESPONSE	0.000263936350760433	HALLMARK_APOPTOSIS	0
HALLMARK_E2F_TARGETS	0.177363128266369	HALLMARK_MITOTIC_SPINDLE	6.1591148950279	HALLMARK_TGF_BETA_SIGNALING	0.0026497738052014	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.107802317962801	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	6.01074326192145	HALLMARK_TGF_BETA_SIGNALING	0.137739322528231	HALLMARK_MITOTIC_SPINDLE	0.754399514270828	HALLMARK_HEDGEHOG_SIGNALING	0.823043710392278	HALLMARK_ESTROGEN_RESPONSE_LATE	0.200231060544392	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000238096910264936	HALLMARK_NOTCH_SIGNALING	0
HALLMARK_UV_RESPONSE_DN	0.174594610037016	HALLMARK_DNA_REPAIR	5.92455472007226	HALLMARK_MYOGENESIS	0.00151490326071464	HALLMARK_MYC_TARGETS_V1	0.0456804012286604	HALLMARK_UV_RESPONSE_UP	4.95713360272646	HALLMARK_BILE_ACID_METABOLISM	0.127707873171348	HALLMARK_ANGIOGENESIS	0.710813710343739	HALLMARK_INFLAMMATORY_RESPONSE	0.814983970168451	HALLMARK_APICAL_JUNCTION	0.195540696308598	HALLMARK_COMPLEMENT	7.33682121460162e-05	HALLMARK_ADIPOGENESIS	0
HALLMARK_P53_PATHWAY	0.161902235601176	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	5.83090823146157	HALLMARK_ANGIOGENESIS	0.00138777959593448	HALLMARK_HEDGEHOG_SIGNALING	0.0449693840078255	HALLMARK_INTERFERON_ALPHA_RESPONSE	4.35817144968817	HALLMARK_COMPLEMENT	0.0847075621526446	HALLMARK_HEDGEHOG_SIGNALING	0.675412105170003	HALLMARK_KRAS_SIGNALING_DN	0.814983970168451	HALLMARK_SPERMATOGENESIS	0.192355763809575	HALLMARK_MYOGENESIS	4.95783963652184e-05	HALLMARK_ESTROGEN_RESPONSE_EARLY	0
HALLMARK_ADIPOGENESIS	0.0700776848774669	HALLMARK_INFLAMMATORY_RESPONSE	4.9601624616423	HALLMARK_XENOBIOTIC_METABOLISM	0.000632615642709798	HALLMARK_PEROXISOME	0.0408835393591564	HALLMARK_ADIPOGENESIS	4.30429966266893	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0750250309095028	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.596975399307023	HALLMARK_UV_RESPONSE_UP	0.798401931454503	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.126680703982177	HALLMARK_APICAL_JUNCTION	3.96076112122239e-05	HALLMARK_ESTROGEN_RESPONSE_LATE	0
HALLMARK_MYOGENESIS	0.0626681177798986	HALLMARK_UV_RESPONSE_DN	4.81115303051321	HALLMARK_APICAL_JUNCTION	0.000580876173574741	HALLMARK_PANCREAS_BETA_CELLS	0.0316545995755055	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	4.30429966266893	HALLMARK_ADIPOGENESIS	0.0724607803454493	HALLMARK_UV_RESPONSE_UP	0.544769233730507	HALLMARK_HYPOXIA	0.77356240976436	HALLMARK_PROTEIN_SECRETION	0.102549131073602	HALLMARK_UV_RESPONSE_UP	3.83676384164675e-05	HALLMARK_ANDROGEN_RESPONSE	0
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0591155141056363	HALLMARK_TGF_BETA_SIGNALING	4.77106312805397	HALLMARK_COMPLEMENT	0.000384768046408359	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0289867927234282	HALLMARK_PROTEIN_SECRETION	4.2741746402099	HALLMARK_INFLAMMATORY_RESPONSE	0.0712105393938134	HALLMARK_INFLAMMATORY_RESPONSE	0.532308386779211	HALLMARK_APICAL_SURFACE	0.694406294712929	HALLMARK_ANDROGEN_RESPONSE	0.095094760665116	HALLMARK_INTERFERON_GAMMA_RESPONSE	4.8426401601089e-06	HALLMARK_MYOGENESIS	0
HALLMARK_ANDROGEN_RESPONSE	0.0480241434219056	HALLMARK_ANDROGEN_RESPONSE	4.7388896550577	HALLMARK_UV_RESPONSE_UP	0.000300104648779985	HALLMARK_BILE_ACID_METABOLISM	0.0229645380798187	HALLMARK_GLYCOLYSIS	3.74615034485926	HALLMARK_XENOBIOTIC_METABOLISM	0.0712105393938134	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.531136325933952	HALLMARK_COAGULATION	0.671031197450742	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0898990758345349	HALLMARK_P53_PATHWAY	3.79524943759003e-06	HALLMARK_PROTEIN_SECRETION	0
HALLMARK_MITOTIC_SPINDLE	0.0341093262607343	HALLMARK_KRAS_SIGNALING_UP	4.51682519547528	HALLMARK_APICAL_SURFACE	0.000267840564497184	HALLMARK_COMPLEMENT	0.0186981715596875	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	3.72779057369963	HALLMARK_KRAS_SIGNALING_DN	0.0712105393938134	HALLMARK_HYPOXIA	0.498736248966446	HALLMARK_TGF_BETA_SIGNALING	0.581228180702692	HALLMARK_PEROXISOME	0.0898990758345349	HALLMARK_ADIPOGENESIS	3.57089295597319e-06	HALLMARK_INTERFERON_ALPHA_RESPONSE	0
HALLMARK_APICAL_JUNCTION	0.0225412269550172	HALLMARK_IL6_JAK_STAT3_SIGNALING	4.42374276855295	HALLMARK_PEROXISOME	9.673562977563e-05	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.018135311526792	HALLMARK_COAGULATION	3.60823320366326	HALLMARK_GLYCOLYSIS	0.068772103778903	HALLMARK_COAGULATION	0.465522379594113	HALLMARK_PEROXISOME	0.551415040274556	HALLMARK_P53_PATHWAY	0.0795118973563176	HALLMARK_ALLOGRAFT_REJECTION	3.16115807003899e-06	HALLMARK_INTERFERON_GAMMA_RESPONSE	0
HALLMARK_HEDGEHOG_SIGNALING	0.0184509760985311	HALLMARK_COMPLEMENT	4.28701161072064	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	7.62287606373567e-05	HALLMARK_APOPTOSIS	0.0138262843610206	HALLMARK_IL6_JAK_STAT3_SIGNALING	3.48211270655975	HALLMARK_UV_RESPONSE_UP	0.0522090024905525	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.455956165441668	HALLMARK_SPERMATOGENESIS	0.368312591731329	HALLMARK_HEME_METABOLISM	0.0795118973563176	HALLMARK_KRAS_SIGNALING_UP	3.16115807003899e-06	HALLMARK_APICAL_JUNCTION	0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.0166349336544729	HALLMARK_PI3K_AKT_MTOR_SIGNALING	4.23003578024028	HALLMARK_IL6_JAK_STAT3_SIGNALING	5.58410602819535e-05	HALLMARK_ANGIOGENESIS	0.0114248206462478	HALLMARK_IL2_STAT5_SIGNALING	3.38194045875777	HALLMARK_ANDROGEN_RESPONSE	0.0438748197322244	HALLMARK_KRAS_SIGNALING_DN	0.334708293344394	HALLMARK_COMPLEMENT	0.357659988906525	HALLMARK_FATTY_ACID_METABOLISM	0.035242660387737	HALLMARK_HYPOXIA	2.33076480584052e-06	HALLMARK_APICAL_SURFACE	0
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0121856522675582	HALLMARK_FATTY_ACID_METABOLISM	4.10106468602526	HALLMARK_MYC_TARGETS_V2	4.38665487875392e-05	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.00840615970719796	HALLMARK_INFLAMMATORY_RESPONSE	3.33586668248617	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0406531059996207	HALLMARK_FATTY_ACID_METABOLISM	0.333488326464775	HALLMARK_NOTCH_SIGNALING	0.344175587516594	HALLMARK_UV_RESPONSE_UP	0.0340278821750482	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0	HALLMARK_HEDGEHOG_SIGNALING	0
HALLMARK_ANGIOGENESIS	0.0103945788425518	HALLMARK_P53_PATHWAY	3.9778016854034	HALLMARK_ANDROGEN_RESPONSE	3.46671763312054e-05	HALLMARK_DNA_REPAIR	0.00587669654928159	HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.66297245277752	HALLMARK_SPERMATOGENESIS	0.0191809078095191	HALLMARK_GLYCOLYSIS	0.326611149512593	HALLMARK_GLYCOLYSIS	0.31302811190714	HALLMARK_COMPLEMENT	0.0201980874718906	HALLMARK_MITOTIC_SPINDLE	0	HALLMARK_COMPLEMENT	0
HALLMARK_XENOBIOTIC_METABOLISM	0.0095291583787976	HALLMARK_HEME_METABOLISM	3.9778016854034	HALLMARK_KRAS_SIGNALING_UP	2.64371929020113e-05	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00434322726664489	HALLMARK_DNA_REPAIR	2.65898977251711	HALLMARK_UV_RESPONSE_DN	0.0132417784445437	HALLMARK_NOTCH_SIGNALING	0.276391373992871	HALLMARK_ANDROGEN_RESPONSE	0.274428909877824	HALLMARK_IL2_STAT5_SIGNALING	0.0175947835342998	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.00608513967207761	HALLMARK_UV_RESPONSE_UP	3.77663277544158	HALLMARK_FATTY_ACID_METABOLISM	2.08631240829928e-05	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.00291086620979698	HALLMARK_MITOTIC_SPINDLE	2.43186889513331	HALLMARK_ESTROGEN_RESPONSE_LATE	0.00408439669462012	HALLMARK_SPERMATOGENESIS	0.240495889526416	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.233582686577493	HALLMARK_MTORC1_SIGNALING	0.0169991064527061	HALLMARK_TGF_BETA_SIGNALING	0	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00564994939288359	HALLMARK_HYPOXIA	3.69065397562773	HALLMARK_HYPOXIA	6.06324996531478e-06	HALLMARK_MTORC1_SIGNALING	0.00140841373303987	HALLMARK_ANDROGEN_RESPONSE	2.43025670840583	HALLMARK_MTORC1_SIGNALING	0.00398583791427218	HALLMARK_COMPLEMENT	0.213749279845224	HALLMARK_ADIPOGENESIS	0.162465524314571	HALLMARK_ALLOGRAFT_REJECTION	0.0167090006227748	HALLMARK_IL6_JAK_STAT3_SIGNALING	0	HALLMARK_MTORC1_SIGNALING	0
HALLMARK_SPERMATOGENESIS	0.00500499135351314	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	3.17281709761706	HALLMARK_P53_PATHWAY	5.34723130931623e-06	HALLMARK_UV_RESPONSE_UP	0.00134151430833988	HALLMARK_G2M_CHECKPOINT	2.13615385833642	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0037958157418797	HALLMARK_PROTEIN_SECRETION	0.201121250769978	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.160377641354879	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0	HALLMARK_DNA_REPAIR	0	HALLMARK_E2F_TARGETS	0
HALLMARK_PANCREAS_BETA_CELLS	0.00360314458848056	HALLMARK_XENOBIOTIC_METABOLISM	3.03866293035298	HALLMARK_UV_RESPONSE_DN	4.41811607526259e-06	HALLMARK_GLYCOLYSIS	0.00124215923765397	HALLMARK_TGF_BETA_SIGNALING	2.12784057365116	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0	HALLMARK_APICAL_SURFACE	0.192396671084025	HALLMARK_APOPTOSIS	0.109885254640309	HALLMARK_MITOTIC_SPINDLE	0	HALLMARK_G2M_CHECKPOINT	0	HALLMARK_MYC_TARGETS_V1	0
HALLMARK_ESTROGEN_RESPONSE_LATE	0.00344454981539643	HALLMARK_GLYCOLYSIS	2.9391947817928	HALLMARK_HEME_METABOLISM	1.8320311619206e-06	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.000586524040669115	HALLMARK_APICAL_JUNCTION	1.4026679832806	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	HALLMARK_HEME_METABOLISM	0.191107416852267	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0911343806511202	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	HALLMARK_APOPTOSIS	0	HALLMARK_MYC_TARGETS_V2	0
HALLMARK_INFLAMMATORY_RESPONSE	0.00315045931020091	HALLMARK_ALLOGRAFT_REJECTION	2.68819786098117	HALLMARK_PROTEIN_SECRETION	1.50151843432162e-06	HALLMARK_KRAS_SIGNALING_UP	0.00054843286408968	HALLMARK_PEROXISOME	1.05491559120594	HALLMARK_MITOTIC_SPINDLE	0	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.185818878091093	HALLMARK_G2M_CHECKPOINT	0.0621237387821842	HALLMARK_TGF_BETA_SIGNALING	0	HALLMARK_NOTCH_SIGNALING	0	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0
HALLMARK_HYPOXIA	0.00181977812885411	HALLMARK_G2M_CHECKPOINT	2.68190772388796	HALLMARK_APOPTOSIS	2.9001405370157e-07	HALLMARK_MYOGENESIS	0.00027128332300764	HALLMARK_PANCREAS_BETA_CELLS	0.883011253524143	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.176641924749614	HALLMARK_P53_PATHWAY	0.0621237387821842	HALLMARK_DNA_REPAIR	0	HALLMARK_ANDROGEN_RESPONSE	0	HALLMARK_INFLAMMATORY_RESPONSE	0
HALLMARK_MTORC1_SIGNALING	0.00134651649100001	HALLMARK_ANGIOGENESIS	2.38042379521781	HALLMARK_IL2_STAT5_SIGNALING	1.62864504651189e-07	HALLMARK_ANDROGEN_RESPONSE	0.000183782819990043	HALLMARK_FATTY_ACID_METABOLISM	0.739646798887989	HALLMARK_IL6_JAK_STAT3_SIGNALING	0	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.175178721444178	HALLMARK_HEME_METABOLISM	0.0621237387821842	HALLMARK_G2M_CHECKPOINT	0	HALLMARK_PROTEIN_SECRETION	0	HALLMARK_FATTY_ACID_METABOLISM	0
HALLMARK_KRAS_SIGNALING_DN	0.00134651649100001	HALLMARK_MYC_TARGETS_V2	2.18835263141051	HALLMARK_GLYCOLYSIS	9.82882867944804e-08	HALLMARK_XENOBIOTIC_METABOLISM	7.21315104672831e-05	HALLMARK_E2F_TARGETS	0.654268701785834	HALLMARK_DNA_REPAIR	0	HALLMARK_APOPTOSIS	0.160644577552004	HALLMARK_IL2_STAT5_SIGNALING	0.0621237387821842	HALLMARK_APOPTOSIS	0	HALLMARK_INTERFERON_ALPHA_RESPONSE	0	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0
HALLMARK_UV_RESPONSE_UP	0.00105639061781362	HALLMARK_APICAL_JUNCTION	2.13274604591057	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	7.80923705362691e-08	HALLMARK_COAGULATION	6.40911093586505e-05	HALLMARK_MYOGENESIS	0.646651048355354	HALLMARK_G2M_CHECKPOINT	0	HALLMARK_TGF_BETA_SIGNALING	0.149562215277324	HALLMARK_MTORC1_SIGNALING	0.0602388454907422	HALLMARK_NOTCH_SIGNALING	0	HALLMARK_APICAL_SURFACE	0	HALLMARK_GLYCOLYSIS	0
HALLMARK_COAGULATION	0.000694092557251559	HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.06967177203001	HALLMARK_INFLAMMATORY_RESPONSE	7.03225511660084e-09	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	4.35739125352854e-05	HALLMARK_HEME_METABOLISM	0.639117235830955	HALLMARK_APOPTOSIS	0	HALLMARK_BILE_ACID_METABOLISM	0.144082613758632	HALLMARK_FATTY_ACID_METABOLISM	0.0276948023507921	HALLMARK_ADIPOGENESIS	0	HALLMARK_HEDGEHOG_SIGNALING	0	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0
HALLMARK_G2M_CHECKPOINT	0.000642549939674428	HALLMARK_PEROXISOME	2.00723910337331	HALLMARK_ALLOGRAFT_REJECTION	6.13851688921087e-09	HALLMARK_FATTY_ACID_METABOLISM	3.90451700989574e-05	HALLMARK_KRAS_SIGNALING_UP	0.617009210663969	HALLMARK_NOTCH_SIGNALING	0	HALLMARK_MYC_TARGETS_V2	0.141652687936562	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0140602592431906	HALLMARK_INTERFERON_ALPHA_RESPONSE	0	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0	HALLMARK_P53_PATHWAY	0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00057872722805511	HALLMARK_NOTCH_SIGNALING	1.79311767450986	HALLMARK_ADIPOGENESIS	2.47758146841808e-10	HALLMARK_INTERFERON_ALPHA_RESPONSE	3.23581437978834e-05	HALLMARK_UV_RESPONSE_DN	0.557633017331835	HALLMARK_PROTEIN_SECRETION	0	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0931289925740305	HALLMARK_E2F_TARGETS	0.0135438490374731	HALLMARK_INTERFERON_GAMMA_RESPONSE	0	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0	HALLMARK_UV_RESPONSE_UP	0
HALLMARK_TGF_BETA_SIGNALING	0.00031601122808639	HALLMARK_ESTROGEN_RESPONSE_LATE	1.71057628941571	HALLMARK_MTORC1_SIGNALING	2.75370458375287e-11	HALLMARK_PROTEIN_SECRETION	2.62464396008614e-05	HALLMARK_ANGIOGENESIS	0.54597293382824	HALLMARK_INTERFERON_ALPHA_RESPONSE	0	HALLMARK_ALLOGRAFT_REJECTION	0.0838742880299713	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0132928932114568	HALLMARK_APICAL_SURFACE	0	HALLMARK_MTORC1_SIGNALING	0	HALLMARK_UV_RESPONSE_DN	0
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.000311249558564602	HALLMARK_ESTROGEN_RESPONSE_EARLY	1.60576355048336	HALLMARK_DNA_REPAIR	1.86983095768708e-11	HALLMARK_P53_PATHWAY	2.41197765582834e-05	HALLMARK_ESTROGEN_RESPONSE_LATE	0.437173416779212	HALLMARK_INTERFERON_GAMMA_RESPONSE	0	HALLMARK_PEROXISOME	0.0465519428642069	HALLMARK_XENOBIOTIC_METABOLISM	0.0125679169309656	HALLMARK_HEDGEHOG_SIGNALING	0	HALLMARK_E2F_TARGETS	0	HALLMARK_ANGIOGENESIS	0
HALLMARK_KRAS_SIGNALING_UP	0.000278834991241329	HALLMARK_COAGULATION	1.18932168825584	HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.67022275489426e-12	HALLMARK_APICAL_JUNCTION	1.8924886784985e-05	HALLMARK_APICAL_SURFACE	0.407068657477367	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0348930054831445	HALLMARK_MITOTIC_SPINDLE	0.0118829291262856	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0	HALLMARK_MYC_TARGETS_V1	0	HALLMARK_HEME_METABOLISM	0
HALLMARK_PROTEIN_SECRETION	8.99689562646622e-05	HALLMARK_HEDGEHOG_SIGNALING	1.04808483520378	HALLMARK_MITOTIC_SPINDLE	1.67445821292636e-12	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	5.33927820477789e-06	HALLMARK_XENOBIOTIC_METABOLISM	0.276639385005904	HALLMARK_E2F_TARGETS	0	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0320288330746203	HALLMARK_IL6_JAK_STAT3_SIGNALING	0	HALLMARK_E2F_TARGETS	0	HALLMARK_MYC_TARGETS_V2	0	HALLMARK_COAGULATION	0
HALLMARK_APOPTOSIS	8.07689359657859e-05	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.777338934204867	HALLMARK_INTERFERON_GAMMA_RESPONSE	4.54391102240147e-13	HALLMARK_HYPOXIA	2.92653440228997e-06	HALLMARK_NOTCH_SIGNALING	0.203934358373328	HALLMARK_MYC_TARGETS_V1	0	HALLMARK_MTORC1_SIGNALING	0.0285117471071357	HALLMARK_DNA_REPAIR	0	HALLMARK_MYC_TARGETS_V1	0	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0	HALLMARK_IL2_STAT5_SIGNALING	0
